#NpcThinkParam=NPC_THINK_PARAM_ST
ID,Name,logicId - logicId - s32,battleGoalId - battleGoalId - s32,nearDist - nearDist - f32,midDist - midDist - f32,farDist - farDist - f32,OutDist - OutDist - f32,BackHomeLife_OnHitEneWal - BackHomeLife_OnHitEneWal - f32,goalID_ToCaution - goalID_ToCaution - f32,idAttackCannotMove - idAttackCannotMove - s32,goalID_toFind - goalID_toFind - f32,callHelp_ActionAnimId - callHelp_ActionAnimId - s32,callHelp_CallActionId - callHelp_CallActionId - s32,eye_dist - eye_dist - s16,ear_dist - ear_dist - s16,ear_soundcutDist - ear_soundcutDist - s16,nose_dist - nose_dist - s16,maxBackhomeDist - maxBackhomeDist - s16,backhomeDist - backhomeDist - s16,backhomeBattleDist - backhomeBattleDist - s16,nonBattleActLife - nonBattleActLife - s16,BackHome_LookTargetTime - BackHome_LookTargetTime - s16,BackHome_LookTargetDist - BackHome_LookTargetDist - s16,SightTargetForgetTime - SightTargetForgetTime - s16,SoundTargetForgetTime - SoundTargetForgetTime - s16,BattleStartDist - BattleStartDist - s16,callHelp_MyPeerId - callHelp_MyPeerId - s16,callHelp_CallPeerId - callHelp_CallPeerId - s16,targetSys_DmgEffectRate - targetSys_DmgEffectRate - s16,teamAttackEffectivity - teamAttackEffectivity - u8,eye_angX - eye_angX - u8,eye_angY - eye_angY - u8,State0 - State0 - u8,State1 - State1 - u8,callHelp_CallValidMinDistTarget - callHelp_CallValidMinDistTarget - u8,callHelp_CallValidRange - callHelp_CallValidRange - u8,callHelp_ForgetTimeByArrival - callHelp_ForgetTimeByArrival - u8,callHelp_MinWaitTime - callHelp_MinWaitTime - u8,callHelp_MaxWaitTime - callHelp_MaxWaitTime - u8,goalAction_ToCaution - goalAction_ToCaution - u8,goalAction_ToFind - goalAction_ToFind - u8,callHelp_ReplyBehaviorType - callHelp_ReplyBehaviorType - u8,disablePathMove - disablePathMove - u8,skipArrivalVisibleCheck - skipArrivalVisibleCheck - u8,thinkAttrDoAdmirer - thinkAttrDoAdmirer - u8,enableNaviFlg_Edge - enableNaviFlg_Edge - u8,enableNaviFlg_LargeSpace - enableNaviFlg_LargeSpace - u8,enableNaviFlg_Ladder - enableNaviFlg_Ladder - u8,enableNaviFlg_Hole - enableNaviFlg_Hole - u8,enableNaviFlg_Door - enableNaviFlg_Door - u8,enableNaviFlg_InSideWall - enableNaviFlg_InSideWall - u8,enableNaviFlg_EdgeOrdinary - enableNaviFlg_EdgeOrdinary - u8,enableNaviFlg_reserve0 - enableNaviFlg_reserve0 - u8,enableNaviFlagReserve - enableNaviFlagReserve - dummy8,eyeDist_ForDark - eyeDist_ForDark - s16,battleStartDist_forDark - battleStartDist_forDark - s16,eyeDist_ForPitchDark - eyeDist_ForPitchDark - s16,battleStartDist_forPitchDark - battleStartDist_forPitchDark - s16,platoonReplyTime - platoonReplyTime - f32,platoonReplyAddRandomTime - platoonReplyAddRandomTime - f32,eye_BackOffsetDist - eye_BackOffsetDist - s16,eye_BeginDist - eye_BeginDist - s16,targetArriveDist - targetArriveDist - f32,pointArriveDist - pointArriveDist - f32,changeStateAction_ToFind - changeStateAction_ToFind - u8,changeStateAction_ToCaution - changeStateAction_ToCaution - u8,changeStateAction_ToBattle - changeStateAction_ToBattle - u8,goalAction_ToDisappear - goalAction_ToDisappear - u8,disableLocalSteering - disableLocalSteering - u8,actTypeOnFailedPath - actTypeOnFailedPath - u8,interestCategory - interestCategory - u8,goalAction_ToInterest - goalAction_ToInterest - u8,Unk1 - Unk1 - s16,ear_angX - ear_angX - s16,ear_angY - ear_angY - s16,changeStateAction_ToInterest - changeStateAction_ToInterest - u8,changeStateAction_ToNormal - changeStateAction_ToNormal - u8,Unk2 - Unk2 - f32,Unk3 - Unk3 - f32,Unk4 - Unk4 - s16,Unk5 - Unk5 - u8,Unk6 - Unk6 - u8,Unk7 - Unk7 - f32,pad - pad - dummy8
11200001,,112000,112000,7.99364E-15,3.78146E-40,1.561209E-39,150,6,10,3002,0.1,0,0,30,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,5128,7710,0,16840,1,2,50,6410,1.296501E-39,2E-44,0,0,136,65,0,0,200,65,0,4,4,2,1,0,0,1,1,0,150,-
11200002,,112000,112000,5.5297517E-10,3.73104E-40,1.285703E-39,150,6,10,3002,0.1,0,0,36,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,6156,4112,0,16840,1,2,56,7438,1.291459E-39,2E-44,0,0,136,65,0,0,200,65,0,4,4,2,1,0,0,1,1,0,150,-
11200010,,112000,112000,1.9645691E-24,3.80307E-40,7.3469E-40,150,6,10,3002,0.1,0,0,64,0,0,0,64,48,8,9,9,16,0,17174,60,0,0,100,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,3084,9252,0,16840,1,2,84,3598,1.298662E-39,2E-44,0,0,136,65,0,0,200,65,0,4,4,2,1,0,0,1,1,0,150,-
11200020,,112000,112000,1.9645691E-24,3.79226E-40,1.010196E-39,150,6,10,3002,0.1,0,0,44,0,0,0,64,48,8,9,9,16,0,17174,55,0,0,100,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,3084,8481,0,16840,1,2,57,3598,1.297581E-39,2E-44,0,0,136,65,0,0,200,65,0,4,4,2,1,0,0,1,1,0,150,-
11200021,,112000,112000,1.9645691E-24,3.80667E-40,1.010196E-39,150,6,10,3002,0.1,0,0,44,0,0,0,64,48,8,9,9,16,0,17174,60,0,0,100,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,3084,9509,0,16840,1,2,70,3598,1.297581E-39,2E-44,0,0,136,65,0,0,200,65,0,4,4,2,1,0,0,1,1,0,150,-
11209000,,112000,112000,1.964565E-24,3.80307E-40,1.285703E-39,150,6,10,3002,0.1,0,0,36,0,0,0,64,48,8,9,9,16,0,17174,45,0,0,100,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,3084,9252,0,16840,1,2,56,3598,1.298662E-39,2E-44,0,0,136,65,0,0,200,65,0,4,4,2,1,0,0,1,1,0,150,-
11300000,,113000,113000,0.011474656,3.83548E-40,9.1836E-40,150,6,3600,3000,0.1,0,0,50,0,0,0,70,70,4,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,7710,10280,0,0,1,2,60,7710,1.300102E-39,2E-44,0,0,22,67,0,0,0,0,0,4,4,2,2,0,0,2,2,0,150,-
11309000,,113000,113000,9.9526775E-21,3.83548E-40,9.1836E-40,150,6,3600,3000,0.1,0,0,50,0,0,0,70,70,4,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,00-00-00,3855,11565,0,0,1,2,0,0,0,0,0,0,22,67,0,0,0,0,0,4,4,2,2,0,0,2,2,0,150,-
11400000,,114000,114000,9.952657E-21,1.24248E-40,0,150,6,10,3017,0.1,0,0,25,0,0,0,9999,9999,9999,9,9,16,0,17174,12,0,0,100,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,23130,0,0,1,2,0,0,0,0,0,0,136,65,0,0,0,0,0,1,0,2,0,0,0,0,0,0,12,-
11409000,,114000,114000,9.952657E-21,1.24248E-40,0,150,6,10,3017,0.1,0,0,25,0,0,0,9999,9999,9999,9,9,16,0,17174,12,0,0,100,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,23130,0,0,1,2,0,0,0,0,0,0,136,65,0,0,0,0,0,1,0,2,0,0,0,0,0,0,12,-
11500000,,115000,115000,0.011474647,3.78146E-40,2.295893E-39,150,6,15,3000,6,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,40,4626,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11500001,,115000,115000,0.011474651,3.72744E-40,1.377538E-39,150,6,15,3000,6,0,0,33,0,0,0,64,48,8,9,9,16,0,17174,33,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,3855,0,16840,1,2,53,4626,1.291099E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11500002,,115000,115000,0.01147464,3.72744E-40,1.377538E-39,150,6,15,3000,6,0,0,33,0,0,0,64,48,8,9,9,16,0,17174,33,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,3855,0,16840,1,2,53,4626,1.291099E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11501000,,115000,115000,0.011474654,3.78146E-40,1.285703E-39,150,6,15,3000,6,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,6415,7710,0,16840,1,2,48,7698,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11501010,,115000,115000,0.011474665,3.78146E-40,9.1836E-40,150,6,15,3000,6,0,0,50,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,6425,7710,0,16840,1,2,70,7720,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11501020,,115000,115000,0.011474665,3.78146E-40,1.836716E-39,150,6,15,3000,6,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,6440,7710,0,16840,1,2,50,7728,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11501030,,115000,115000,0.011474647,3.78146E-40,2.295893E-39,150,6,15,3000,6,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,5135,6425,0,16840,1,2,30,6418,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11501040,,115000,115000,0.011474654,3.78146E-40,1.285703E-39,150,6,15,3000,6,0,0,35,0,0,0,80,55,4,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,6415,7710,0,16840,1,2,48,7698,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11501050,,115000,115000,0.011474647,3.78146E-40,2.295893E-39,150,6,150,3000,6,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,40,4626,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11502000,,115000,115000,0.011474656,3.78146E-40,1.836716E-39,150,6,15,3000,6,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,40,4626,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11502100,,115000,115000,0.011474656,3.78146E-40,1.653045E-39,150,6,15,3000,6,0,0,28,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,40,4626,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11503000,,115000,115000,0.011474637,7.43687E-40,2.112228E-39,150,6,15,3000,3,0,0,22,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3849,6425,0,16840,1,2,30,4617,7.43687E-40,1.1E-44,0,0,22,67,0,0,200,65,0,8,8,2,3,0,0,3,2,0,150,-
11503100,,115000,115000,0.011474665,3.78146E-40,1.561209E-39,150,6,15,3000,6,0,0,30,0,0,0,64,48,8,9,9,16,0,17174,50,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,11535,7710,0,16840,1,2,45,12818,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11504000,,115000,115000,7.0504594E-30,3.78146E-40,2.295893E-39,150,6,15,3000,6,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,20,3855,3.78146E-40,6E-45,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11509000,,115000,115000,0.011474647,3.78146E-40,2.295893E-39,150,6,15,3000,6,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,40,4626,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,3,0,0,3,2,0,150,-
11700000,,117000,117000,8.3644705E-21,3.72744E-40,6E-45,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,16776,12,0,0,100,51,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,0,1,2,0,0,0,0,0,0,22,67,0,0,0,0,0,4,4,2,3,0,0,3,2,0,12,-
11800000,,118000,118000,0.011474651,3.78146E-40,1.836716E-39,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11800001,,118000,118000,0.011474628,3.78146E-40,3.030577E-39,150,6,8,3000,0.1,0,0,15,0,0,0,64,48,8,9,9,16,0,17174,15,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,20,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11800002,,118000,118000,0.011474642,3.78146E-40,1.836716E-39,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,5135,7710,0,16840,1,2,35,7696,9.29159E-40,1.4E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11800010,,118000,118000,0.011474651,3.78146E-40,6E-45,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,0,1,2,0,5911,1.296501E-39,2E-44,0,0,22,67,0,0,0,0,0,4,4,2,2,0,0,2,2,0,150,-
11800100,,118000,118000,0.011474651,3.78146E-40,1.836716E-39,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11800110,,118000,118000,0.011474651,3.78146E-40,6E-45,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,30,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,0,1,2,0,5911,1.296501E-39,2E-44,0,0,22,67,0,0,0,0,0,4,4,2,2,0,0,2,2,0,150,-
11800200,,118000,118020,0.011474651,3.78146E-40,1.836716E-39,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11800210,,118000,118020,0.011474637,3.76345E-40,2.295893E-39,150,6,8,3000,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,5140,0,16840,1,2,30,5911,1.2947E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11800400,,118000,118040,0.011474651,3.83548E-40,1.836716E-39,150,6,8,3006,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,7710,7710,0,16840,1,2,45,11565,1.301903E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11801280,,118000,118020,0.011474651,3.78146E-40,6E-45,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11802280,,118000,118020,0.011474651,3.78146E-40,6E-45,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11802281,,118000,118020,0.011474651,3.78146E-40,6E-45,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11803000,,118000,118000,0.011474665,3.78146E-40,1.193867E-39,150,6,8,3000,0.1,0,0,40,0,0,0,64,48,8,9,9,16,0,17174,40,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,6425,7710,0,16948,1,2,60,9766,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11803100,,118000,118000,0.011474665,3.78146E-40,1.193867E-39,150,6,8,3000,0.1,0,0,40,0,0,0,64,48,8,9,9,16,0,17174,40,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,6425,7710,0,16948,1,2,60,9766,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11809000,,118000,118000,0.011474651,3.78146E-40,1.836716E-39,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11809100,,118000,118000,0.011474651,3.78146E-40,1.836716E-39,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,20,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11809200,,118000,118020,0.011474651,3.78146E-40,1.836716E-39,150,6,8,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11809400,,118000,118040,0.011474651,3.78146E-40,1.836716E-39,150,6,8,3006,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,25,0,0,100,34,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,7710,0,16840,1,2,45,5911,1.296501E-39,2E-44,0,0,22,67,0,0,200,65,0,4,4,2,2,0,0,2,2,0,150,-
11900000,,119000,119000,1.0943191E-08,6.50051E-40,2.75516E-40,150,6,10,3010,0.1,0,0,170,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,12816,5140,0,16840,1,2,170,12816,6.50051E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900001,,119000,119000,1.0943191E-08,6.50051E-40,2.75516E-40,150,6,10,3010,0.1,0,0,170,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,2576,5140,0,16840,1,2,170,3088,6.50051E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900002,,119000,119000,1.0943191E-08,6.50051E-40,2.75516E-40,150,6,10,3010,0.1,0,0,170,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,5136,10280,0,16840,1,2,170,12816,6.50051E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900003,,119000,119000,1.0943191E-08,6.60855E-40,2.75516E-40,150,6,10,3010,0.1,0,0,170,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,5136,10280,0,16840,1,2,170,15385,6.60855E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,3,0,0,3,1,0,150,-
11900004,,119000,119000,1.0943085E-08,6.53652E-40,1.744884E-39,150,6,10,3010,0.1,0,0,27,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,1295,5140,0,16840,1,2,35,1556,6.53652E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900005,,119000,119000,1.0943085E-08,6.53652E-40,1.193871E-39,150,6,10,3010,0.1,0,0,40,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,2575,5140,0,16840,1,2,35,6420,6.53652E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900006,,119000,119000,1.0943085E-08,6.50051E-40,1.285707E-39,150,6,10,3010,0.1,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,30,3850,0,16840,1,2,40,1315,6.50051E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900007,,119000,119000,1.0943085E-08,6.55453E-40,2.295897E-39,150,6,10,3010,0.1,0,0,20,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,2575,5140,0,16840,1,2,25,6420,6.55453E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900008,,119000,119000,0.011474768,6.64456E-40,1.193871E-39,150,6,10,3010,0.1,0,0,40,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,12850,10280,0,16840,1,2,60,16705,6.60855E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900009,,119000,119000,1.0943076E-08,6.53652E-40,1.83672E-39,150,6,10,3010,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,2575,5140,0,16840,1,2,40,6425,6.53652E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900010,,119000,119000,1.0943076E-08,6.53652E-40,1.285707E-39,150,6,10,3010,0.1,0,0,35,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,2575,5140,0,16840,1,2,55,6425,6.53652E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900011,,119000,119000,1.0943085E-08,6.56534E-40,1.561213E-39,150,6,10,3010,0.1,0,0,30,0,0,0,64,48,8,9,9,16,0,17174,170,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,2575,5911,0,16840,1,2,35,6420,6.56534E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
11900100,,119000,119010,1.09432E-08,6.51852E-40,1.83672E-39,150,6,3600,3010,0.1,0,0,25,0,0,0,64,48,8,9,9,16,0,17174,180,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,00-00-00,3855,5140,0,16840,1,2,50,14105,6.51852E-40,1E-44,0,0,22,67,0,0,200,65,0,7,7,2,1,0,0,1,1,0,150,-
