#TalkParam=TALK_PARAM_ST
ID,Name,TalkParamId1 - TalkParamId1 - s32,TalkParamId2 - TalkParamId2 - s32,SpeechSpeed1 - SpeechSpeed1 - f32,Unk1 - Unk1 - s32,Unk2 - Unk2 - s32,TalkParamId3 - TalkParamId3 - s32,TalkParamId_StereoRightEar - TalkParamId_StereoRightEar - s32,TalkParamId_StereoLeftEar - TalkParamId_StereoLeftEar - s32,Unk3 - Unk3 - s32,Unk4 - Unk4 - s32,Unk5 - Unk5 - s32,Unk99 - Unk99 - s32,Unk98 - Unk98 - s32,Unk6 - Unk6 - s32,Unk7 - Unk7 - s32,Unk8 - Unk8 - s32,Unk9 - Unk9 - s32,Unk10 - Unk10 - s32,Unk11 - Unk11 - s32,Unk12 - Unk12 - s32,Unk13 - Unk13 - s32,Unk14 - Unk14 - s32,Unk15 - Unk15 - u8,Unk16 - Unk16 - u8,Unk17 - Unk17 - u8,Unk18 - Unk18 - u8,Unk19 - Unk19 - u8,Unk20 - Unk20 - u8,Unk21 - Unk21 - u8,Unk22 - Unk22 - u8,Unk23 - Unk23 - u8,HavokSpId1 - HavokSpId1 - u8,HavokSpId2 - HavokSpId2 - u8,HavokSpId3 - HavokSpId3 - u8,HavokSpId4 - HavokSpId4 - u8,HavokSpId5 - HavokSpId5 - u8,HavokSpId6 - HavokSpId6 - u8,HavokSpId7 - HavokSpId7 - u8,HavokSpId8 - HavokSpId8 - u8,HavokSpId9 - HavokSpId9 - u8,Unk24 - Unk24 - s16,Unk25 - Unk25 - s16,Unk26 - Unk26 - s16,Unk27 - Unk27 - s16,Unk28 - Unk28 - s16,Unk29 - Unk29 - s16,Unk30 - Unk30 - s16,Unk31 - Unk31 - s16,Unk32 - Unk32 - s16,Unk33 - Unk33 - s16,Unk34 - Unk34 - s16,Unk35 - Unk35 - s16,Unk36 - Unk36 - s16,Unk37 - Unk37 - s16,Unk38 - Unk38 - s16,Unk39 - Unk39 - s16,Unk40 - Unk40 - s16,Unk41 - Unk41 - s16,pad1 - pad1 - dummy8
12030700,,12030700,12030700,0,0,12030700,-1,-1,-1,-1,-1,-1,-1,-1,12030700,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030000,,12030000,12030000,0,0,-1,12030000,-1,-1,-1,-1,-1,-1,-1,-1,12030000,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030001,,12030001,12030001,0,0,-1,12030001,-1,-1,-1,-1,-1,-1,-1,-1,12030001,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030002,,12030002,12030002,0,0,-1,12030002,-1,-1,-1,-1,-1,-1,-1,-1,12030002,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,0,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030003,,12030003,12030003,0,0,12030003,-1,-1,-1,-1,-1,-1,-1,-1,12030003,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030004,,12030004,12030004,0,0,-1,12030004,-1,-1,-1,-1,-1,-1,-1,-1,12030004,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030005,,12030005,12030005,0,0,-1,12030005,-1,-1,-1,-1,-1,-1,-1,-1,12030005,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030100,,12030100,12030100,0,0,-1,12030100,-1,-1,-1,-1,-1,-1,-1,-1,12030100,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030101,,12030101,12030101,0,0,-1,12030101,-1,-1,-1,-1,-1,-1,-1,-1,12030101,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030102,,12030102,12030102,0,0,-1,12030102,-1,-1,-1,-1,-1,-1,-1,-1,12030102,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030200,,12030200,12030200,0,0,-1,12030200,-1,-1,-1,-1,-1,-1,-1,-1,12030200,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030201,,12030201,12030201,0,0,-1,12030201,-1,-1,-1,-1,-1,-1,-1,-1,12030201,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030202,,12030202,12030202,0,0,-1,12030202,-1,-1,-1,-1,-1,-1,-1,-1,12030202,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030400,,12030400,12030400,0,0,12030400,-1,-1,-1,-1,-1,-1,-1,-1,12030400,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030401,,12030401,12030401,0,0,-1,12030401,-1,-1,-1,-1,-1,-1,-1,-1,12030401,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030402,,12030402,12030402,0,0,-1,12030402,-1,-1,-1,-1,-1,-1,-1,-1,12030402,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12030500,,12030500,12030500,0,0,-1,12030500,-1,-1,-1,-1,-1,-1,-1,-1,12030500,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100000,,12100000,12100000,0,0,12100000,-1,-1,-1,-1,-1,-1,-1,-1,12100000,-1,-1,-1,-1,-1,-1,-1,-1,1,10,0,0,0,0,0,0,0,100,2,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100001,,12100001,12100001,0,0,12100001,-1,-1,-1,-1,-1,-1,-1,-1,12100001,-1,-1,-1,-1,-1,-1,-1,-1,1,9,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100002,,12100002,12100002,0,0,-1,12100002,-1,-1,-1,-1,-1,-1,-1,-1,12100002,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100003,,12100003,12100003,0,0,-1,12100003,-1,-1,-1,-1,-1,-1,-1,-1,12100003,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100004,,12100004,12100004,0,0,12100004,-1,-1,-1,-1,-1,-1,-1,-1,12100004,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100005,,12100005,12100005,0,0,-1,12100005,-1,-1,-1,-1,-1,-1,-1,-1,12100005,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100006,,12100006,12100006,0,0,12100006,-1,-1,-1,-1,-1,-1,-1,-1,12100006,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100007,,12100007,12100007,0,0,-1,12100007,-1,-1,-1,-1,-1,-1,-1,-1,12100007,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100008,,12100008,12100008,0,0,-1,12100008,-1,-1,-1,-1,-1,-1,-1,-1,12100008,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100009,,12100009,12100009,0,0,12100009,-1,-1,-1,-1,-1,-1,-1,-1,12100009,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100010,,12100015,12100015,0,0,-1,12100015,-1,-1,-1,-1,-1,-1,-1,-1,12100015,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100011,,12100010,12100010,0,0,-1,12100010,-1,-1,-1,-1,-1,-1,-1,-1,12100010,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100012,,12100011,12100011,0,0,-1,12100011,-1,-1,-1,-1,-1,-1,-1,-1,12100011,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100013,,12100014,12100014,0,0,12100014,-1,-1,-1,-1,-1,-1,-1,-1,12100014,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100014,,12100012,12100012,0,0,-1,12100012,-1,-1,-1,-1,-1,-1,-1,-1,12100012,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100015,,12100013,12100013,0,0,-1,12100013,-1,-1,-1,-1,-1,-1,-1,-1,12100013,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100200,,12100200,12100200,0,0,12100200,-1,-1,-1,-1,-1,-1,-1,-1,12100200,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100201,,12100201,12100201,0,0,-1,12100201,-1,-1,-1,-1,-1,-1,-1,-1,12100201,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100300,,12100300,12100300,0,0,12100300,-1,-1,-1,-1,-1,-1,-1,-1,12100300,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100301,,12100301,12100301,0,0,-1,12100301,-1,-1,-1,-1,-1,-1,-1,-1,12100301,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100302,,12100302,12100302,0,0,-1,12100302,-1,-1,-1,-1,-1,-1,-1,-1,12100302,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100303,,12100303,12100303,0,0,-1,12100303,-1,-1,-1,-1,-1,-1,-1,-1,12100303,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,3,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100350,,12100302,12100302,0,0,-1,12100302,-1,-1,-1,-1,-1,-1,-1,-1,12100302,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100500,,12130700,12130700,0,0,12130700,-1,-1,-1,-1,-1,-1,-1,-1,12130700,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100501,,12130701,12130701,0,0,12130701,-1,-1,-1,-1,-1,-1,-1,-1,12130701,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100550,,12130701,12130701,0,0,12130701,-1,-1,-1,-1,-1,-1,-1,-1,12130701,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100600,,12100010,12100010,0,0,-1,12100010,-1,-1,-1,-1,-1,-1,-1,-1,12100010,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100601,,12100011,12100011,0,0,-1,12100011,-1,-1,-1,-1,-1,-1,-1,-1,12100011,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100602,,12100014,12100014,0,0,12100014,-1,-1,-1,-1,-1,-1,-1,-1,12100014,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100603,,12100012,12100012,0,0,-1,12100012,-1,-1,-1,-1,-1,-1,-1,-1,12100012,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100604,,12100013,12100013,0,0,-1,12100013,-1,-1,-1,-1,-1,-1,-1,-1,12100013,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100700,,12100304,12100304,0,0,12100305,-1,-1,-1,-1,-1,-1,-1,-1,12100305,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100701,,12100301,12100301,0,0,-1,12100301,-1,-1,-1,-1,-1,-1,-1,-1,12100301,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100702,,12100302,12100302,0,0,-1,12100302,-1,-1,-1,-1,-1,-1,-1,-1,12100302,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12100703,,12100303,12100303,0,0,-1,12100303,-1,-1,-1,-1,-1,-1,-1,-1,12100303,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,3,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130000,,12130000,12130000,0,0,12130000,-1,-1,-1,-1,-1,-1,-1,-1,12130000,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130001,,12130001,12130001,0,0,-1,12130001,-1,-1,-1,-1,-1,-1,-1,-1,12130001,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130002,,12130002,12130002,0,0,-1,12130002,-1,-1,-1,-1,-1,-1,-1,-1,12130002,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130100,,12130100,12130100,0,0,-1,12130100,-1,-1,-1,-1,-1,-1,-1,-1,12130100,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130101,,12130101,12130101,0,0,-1,12130101,-1,-1,-1,-1,-1,-1,-1,-1,12130101,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130200,,12130200,12130200,0,0,-1,12130200,-1,-1,-1,-1,-1,-1,-1,-1,12130200,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130201,,12130201,12130201,0,0,-1,12130201,-1,-1,-1,-1,-1,-1,-1,-1,12130201,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130202,,12130202,12130202,0,0,-1,12130202,-1,-1,-1,-1,-1,-1,-1,-1,12130202,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130300,,12130300,12130300,0,0,-1,12130300,-1,-1,-1,-1,-1,-1,-1,-1,12130300,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130301,,12130301,12130301,0,0,-1,12130301,-1,-1,-1,-1,-1,-1,-1,-1,12130301,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130302,,12130302,12130302,0,0,-1,12130302,-1,-1,-1,-1,-1,-1,-1,-1,12130302,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130400,,12130400,12130400,0,0,-1,12130400,-1,-1,-1,-1,-1,-1,-1,-1,12130400,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130401,,12130401,12130401,0,0,-1,12130401,-1,-1,-1,-1,-1,-1,-1,-1,12130401,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130402,,12130402,12130402,0,0,-1,12130402,-1,-1,-1,-1,-1,-1,-1,-1,12130402,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12130500,,12130500,12130500,0,0,-1,12130500,-1,-1,-1,-1,-1,-1,-1,-1,12130500,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12160000,,12160000,12160000,0,0,-1,12160000,-1,-1,-1,-1,-1,-1,-1,-1,12160000,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12160200,,12160200,12160200,0,0,-1,12160200,-1,-1,-1,-1,-1,-1,-1,-1,12160200,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12160800,,12160800,12160800,0,0,-1,12160800,-1,-1,-1,-1,-1,-1,-1,-1,12160800,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12160900,,12160900,12160900,0,0,-1,12160900,-1,-1,-1,-1,-1,-1,-1,-1,12160900,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12161000,,12161000,12161000,0,0,12161000,-1,-1,-1,-1,-1,-1,-1,-1,12161000,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12161001,,12161100,12161100,0,0,12161100,-1,-1,-1,-1,-1,-1,-1,-1,12161100,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
12161002,,12161200,12161200,0,0,-1,12161200,-1,-1,-1,-1,-1,-1,-1,-1,12161200,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
13000000,,13000000,0,0,0,-1,13000000,-1,-1,-1,-1,-1,-1,-1,-1,13000000,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
13000001,,13000001,0,0,0,-1,13000001,-1,-1,-1,-1,-1,-1,-1,-1,13000001,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
13000002,,13000002,0,0,0,13000002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
13000003,,13000003,0,0,0,-1,13000003,-1,-1,-1,-1,-1,-1,-1,-1,13000003,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
13000004,,13000004,0,0,0,-1,13000004,-1,-1,-1,-1,-1,-1,-1,-1,13000004,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-
