#Bullet=BULLET_PARAM_ST
ID,Name,atkBullet_Id - atkBullet_Id - s32,sfxIdBullet - sfxIdBullet - s32,sfxIdHit - sfxIdHit - s32,sfxIdFlick - sfxIdFlick - s32,life - life - f32,dist - dist - f32,shootInterval - shootInterval - f32,gravityInRange - gravityInRange - f32,gravityOutRange - gravityOutRange - f32,homingStopRange - homingStopRange - f32,initVellocity - initVellocity - f32,accelInRange - accelInRange - f32,accelOutRange - accelOutRange - f32,maxVellocity - maxVellocity - f32,minVellocity - minVellocity - f32,accelTime - accelTime - f32,homingBeginDist - homingBeginDist - f32,hitRadius - hitRadius - f32,hitRadiusMax - hitRadiusMax - f32,spreadTime - spreadTime - f32,expDelay - expDelay - f32,homingOffsetRange - homingOffsetRange - f32,dmgHitRecordLifeTime - dmgHitRecordLifeTime - f32,externalForce - externalForce - f32,spEffectIdForShooter - spEffectIdForShooter - s32,autoSearchNpcThinkId - autoSearchNpcThinkId - s32,hitBulletId - hitBulletId - s32,spEffectId0 - spEffectId0 - s32,spEffectId1 - spEffectId1 - s32,spEffectId2 - spEffectId2 - s32,spEffectId3 - spEffectId3 - s32,spEffectId4 - spEffectId4 - s32,numShoot - numShoot - s16,homingAngle - homingAngle - s16,shootAngle - shootAngle - s16,shootAngleInterval - shootAngleInterval - s16,shootAngleXInterval - shootAngleXInterval - s16,damageDamp - damageDamp - u8,magicDamageDamp - magicDamageDamp - u8,fireDamageDamp - fireDamageDamp - u8,thunderDamageDamp - thunderDamageDamp - u8,staminaDamp - staminaDamp - u8,knockbackDamp - knockbackDamp - u8,shootAngleXZ - shootAngleXZ - u8,lockShootLimitAng - lockShootLimitAng - u8,isPenetrate - isPenetrate - u8,prevVellocityDirRate - prevVellocityDirRate - u8,atkAttribute - atkAttribute - u8,spAttribute - spAttribute - u8,Material_AttackType - Material_AttackType - u8,Material_AttackMaterial - Material_AttackMaterial - u8,Material_Size - Material_Size - u8,launchConditionType - launchConditionType - u8,FollowType0 - FollowType0 - u8,FollowType1 - FollowType1 - u8,FollowType2 - FollowType2 - u8,EmittePosType0 - EmittePosType0 - u8,EmittePosType1 - EmittePosType1 - u8,EmittePosType2 - EmittePosType2 - u8,IsAttackSfx - IsAttackSfx - u8,IsEndlessHit - IsEndlessHit - u8,IsPenetrateMap - IsPenetrateMap - u8,IsHitBothTeam - IsHitBothTeam - u8,IsUseShardHitList - IsUseShardHitList - u8,IsUseMultiDmyPolyIfPlace - IsUseMultiDmyPolyIfPlace - u8,attachEffectType0 - attachEffectType0 - u8,attachEffectType1 - attachEffectType1 - u8,IsHitForceMagic - IsHitForceMagic - u8,IsIgnoreSfxIfHitWater - IsIgnoreSfxIfHitWater - u8,IsIgnoreMoveStateIfHitWater - IsIgnoreMoveStateIfHitWater - u8,IsHitDarkForceMagic - IsHitDarkForceMagic - u8,IsInheritEffectToChild - IsInheritEffectToChild - u8,IsInheritSpeedToChild - IsInheritSpeedToChild - u8,IsLockModule - IsLockModule - u8,IsSearchForTarget - IsSearchForTarget - u8,IsEmittedBullet - IsEmittedBullet - u8,IsInheritLifeToChild - IsInheritLifeToChild - u8,darkDamageDamp - darkDamageDamp - u8,bulletHitType0 - bulletHitType0 - u8,bulletHitType1 - bulletHitType1 - u8,SpHomingYAngle - SpHomingYAngle - f32,rand_ShootAngleXZ - rand_ShootAngleXZ - f32,rand_ShootANgleY - rand_ShootANgleY - f32,bulletEmitter_bulletId - bulletEmitter_bulletId - s32,bulletEmitter_ShootInterval0 - bulletEmitter_ShootInterval0 - f32,bulletEmitter_InitInterval - bulletEmitter_InitInterval - f32,SpHomingYAngleForEnemy - SpHomingYAngleForEnemy - f32,bulletEmitter_ShootInterval1 - bulletEmitter_ShootInterval1 - f32,LaunchType - LaunchType - u8,LimitBulletParamId - LimitBulletParamId - u8,CounterHitType - CounterHitType - u8,IsPosHitBullet - IsPosHitBullet - u8,IsAttachAttackSfx - IsAttachAttackSfx - u8,IsSpCorrection0 - IsSpCorrection0 - u8,IsSpCorrection1 - IsSpCorrection1 - u8,IsPenetrateTarget - IsPenetrateTarget - u8,IsSpCorrection2 - IsSpCorrection2 - u8,IsDisableIntScale - IsDisableIntScale - u8,0xC3 - 0xC3 - u8,EmittePosRadius - EmittePosRadius - f32,hitObjectId - hitObjectId - s32,subLife - subLife - f32,subHomingAngle - subHomingAngle - s16,pad1 - pad1 - dummy8,lockShootCorrectionAng - lockShootCorrectionAng - f32,pad2 - pad2 - dummy8
700002,,7000102,300084,300085,300086,0.5,5,0,0,5,0,80,0,-40,80,0,0,0,0.2,-1,0,0,0,0,0,0,0,700003,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700003,,0,300084,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,700004,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700004,,7000104,300084,300087,300088,0.5,5,0,0,5,0,80,0,-40,80,0,0,0,0.4,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700010,,7000110,300084,300085,300086,0.5,5,0,0,5,0,80,0,-40,80,0,0,0,0.1,-1,0,0,0,0,0,0,0,700011,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700011,,0,300084,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,700012,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700012,,7000112,300084,300085,300086,0.5,5,0,0,5,0,80,0,-40,80,0,0,0,0.2,-1,0,0,0,0,0,0,0,700013,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700013,,0,300084,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,700014,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700014,,7000114,300084,300087,300088,0.5,5,0,0,5,0,80,0,-40,80,0,0,0,0.4,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700050,,7000150,300081,300082,300083,0.5,5,0,0,5,0,80,0,-40,80,0,0,0,0.1,-1,0,0,0,0,0,0,0,-1,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700060,,7000160,300081,300082,300083,0.5,5,0,0,5,0,80,0,-40,80,0,0,0,0.1,-1,0,0,0,0,0,0,0,-1,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700200,,7002100,304311,304312,304313,0.5,5,0,0,5,0,120,0,-40,120,0,0,0,0.1,-1,0,0,0,0,0,0,0,700201,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700201,,0,304311,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,700202,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700202,,7002102,304311,304312,304313,0.5,5,0,0,5,0,120,0,-40,120,0,0,0,0.2,-1,0,0,0,0,0,0,0,700203,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700203,,0,304311,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,700204,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700204,,7002104,304311,304314,304315,0.5,5,0,0,5,0,120,0,-40,120,0,0,0,0.4,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700210,,7002110,304311,304312,304313,0.5,5,0,0,5,0,120,0,-40,120,0,0,0,0.1,-1,0,0,0,0,0,0,0,700211,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700211,,0,304311,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,700212,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700212,,7002112,304311,304312,304313,0.5,5,0,0,5,0,120,0,-40,120,0,0,0,0.2,-1,0,0,0,0,0,0,0,700213,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700213,,0,304311,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,700214,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700214,,7002114,304311,304314,304315,0.5,5,0,0,5,0,120,0,-40,120,0,0,0,0.4,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700250,,7002150,304301,304302,304303,0.5,5,0,0,5,0,120,0,-40,120,0,0,0,0.1,-1,0,0,0,0,0,0,0,-1,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700260,,7002160,304301,304302,304303,0.5,5,0,0,5,0,120,0,-40,120,0,0,0,0.1,-1,0,0,0,0,0,0,0,-1,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700300,,7003100,304000,304502,304503,0.5,5,0,0,0,0,240,0,0,240,0,0,0,0.1,-1,0,0,0,0,0,0,0,-1,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700310,,7003110,304000,304502,304503,0.5,5,0,0,0,0,240,0,0,240,0,0,0,0.1,-1,0,0,0,0,0,0,0,-1,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700320,,7003120,304005,304006,304006,0.5,0,0,0,0,0,2,0,-20,12,2,0,0,0.1,-1,0,0,0,0,0,0,0,700321,-1,-1,-1,-1,-1,7,0,-45,15,0,0,0,0,0,0,0,0,180,0,0,4,1,0,6,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,4.26009E-40,-
700321,,7003120,304005,304006,304006,2,0,0,0,0,1,2,0,20,42,0,0,1,0.3,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,180,0,0,0,0,0,0,0,0,0,0,180,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,4.26009E-40,-
700350,,7003100,304000,304502,304503,1,5,0,0,0,0,20,0,480,480,0,0,0,0.1,-1,0,0,0,0,0,0,0,-1,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700360,,7003110,304000,304502,304503,1,5,0,0,0,0,20,0,480,480,0,0,0,0.1,-1,0,0,0,0,0,0,0,-1,104012,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700370,,7003130,304005,304006,304006,0.5,0,0,0,0,0,2,0,-20,12,2,0,0,0.1,-1,0,0,0,0,0,0,0,700371,-1,-1,-1,-1,-1,3,0,-25,25,0,0,0,0,0,0,0,0,180,0,0,4,1,0,6,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,4.26009E-40,-
700371,,7003130,304005,304006,304006,2,0,0,0,0,0.5,2,0,20,42,0,0,0.5,0.3,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,180,0,0,0,0,0,0,0,0,0,0,180,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,4.26009E-40,-
700400,,0,304600,-1,-1,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700401,,7004100,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127072,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700402,,7004101,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127074,0,-1,-1,-1,-1,-1,-1,7,0,-9,3,1,0,0,0,0,0,0,253,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700403,,7004102,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127076,0,-1,-1,-1,-1,-1,-1,11,0,-15,3,1,0,0,0,0,0,0,251,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700410,,0,304600,-1,-1,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700411,,7004110,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127072,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700412,,7004111,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127074,0,-1,-1,-1,-1,-1,-1,7,0,-9,3,1,0,0,0,0,0,0,253,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700413,,7004112,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127076,0,-1,-1,-1,-1,-1,-1,11,0,-15,3,1,0,0,0,0,0,0,251,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700450,,0,304600,-1,-1,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700451,,7004150,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127073,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700452,,7004151,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127075,0,-1,-1,-1,-1,-1,-1,3,0,-5,5,1,0,0,0,0,0,0,255,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700453,,7004152,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127077,0,-1,-1,-1,-1,-1,-1,5,0,-10,5,1,0,0,0,0,0,0,254,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700460,,0,304600,-1,-1,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700461,,7004160,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127073,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700462,,7004161,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127075,0,-1,-1,-1,-1,-1,-1,3,0,-5,5,1,0,0,0,0,0,0,255,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700463,,7004162,304602,304603,304603,1,5,0,10,10,0,80,-320,-320,80,20,0,0,0.2,0.4,0.5,0,0,0,0,127077,0,-1,-1,-1,-1,-1,-1,5,0,-10,5,1,0,0,0,0,0,0,254,45,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,512,-,NaN,-
700500,,7005100,304411,304412,304413,0.5,5,0,0,5,0,160,0,-40,160,0,0,0,0.1,-1,0,0,0,0,0,0,0,700501,104012,104013,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700501,,0,304411,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,0,0,0,0,700502,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
700502,,7005102,304411,304412,304413,0.5,5,0,0,5,0,160,0,-40,160,0,0,0,0.2,-1,0,0,0,0,0,0,0,700503,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,2304,-,NaN,-
