#PlayRegionParam=PLAY_REGION_PARAM_ST
ID,Name,playRegionSpId - playRegionSpId - s32,EventFlagId0 - EventFlagId0 - s32,LimitationTime - LimitationTime - f32,EventFlagId1 - EventFlagId1 - s32,EventFlagId2 - EventFlagId2 - s32,DisolvedEventFlag - DisolvedEventFlag - s16,LoadOfCinder [ON_OFF] - LoadOfCinder [ON_OFF] - u8,IsEnableEvent - IsEnableEvent - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,Unk3 - Unk3 - u8,Unk4 - Unk4 - u8,Unk5 - Unk5 - u8,Unk6 - Unk6 - u8,Unk7 - Unk7 - u8,BonfireEventId0 - BonfireEventId0 - s32,BonfireEventId1 - BonfireEventId1 - s32,BonfireEventId2 - BonfireEventId2 - s32,BonfireEventId3 - BonfireEventId3 - s32,BonfireEventId4 - BonfireEventId4 - s32,BonfireEventId5 - BonfireEventId5 - s32,BonfireEventId6 - BonfireEventId6 - s32,BonfireEventId7 - BonfireEventId7 - s32,BonfireEventId8 - BonfireEventId8 - s32,BonfireEventId9 - BonfireEventId9 - s32,Unk8 - Unk8 - u8,Unk9 - Unk9 - u8,Unk10 - Unk10 - u8,Unk11 - Unk11 - u8,Unk12 - Unk12 - u8,Unk13 - Unk13 - u8,Unk14 - Unk14 - u8,Unk15 - Unk15 - u8,pad1 - pad1 - dummy8
380020,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3801956,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
380021,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3801950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390000,,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,3901952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390001,,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,3901952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390002,,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,3901952,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390003,,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390004,,390010,0,20,0,13900800,180,0,0,0,0,0,0,0,0,0,3201951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390005,,0,-1,20,13900800,0,180,0,0,0,0,0,0,0,0,0,3201951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
390006,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,3201951,3901952,3901950,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400000,,0,-1,20,14000830,0,180,0,0,0,0,0,0,0,0,0,4001950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400001,,400010,0,20,0,14000830,180,0,0,0,0,0,0,0,0,0,4001950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400002,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400010,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400100,,0,-1,20,14000800,0,180,0,0,0,0,0,0,0,0,0,4001950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,-
400101,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,4001950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,-
400102,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
400110,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
410000,,0,-1,20,14100800,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
410001,,410010,0,20,0,14100800,180,0,0,0,0,0,0,0,0,0,4101951,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
410002,,0,-1,20,0,0,180,0,0,0,0,0,0,0,0,0,4101950,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
962000,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-
990001,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,-
999990,,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-
999991,,0,0,0,-1,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-
999992,,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-
