#DecalParam=DECAL_PARAM_ST
ID,Name,TextureId0 - TextureId0 - s32,dmyPolyID - dmyPolyID - s32,pitchAngle - pitchAngle - f32,yawAngle - yawAngle - f32,nearDistance - nearDistance - f32,farDistance - farDistance - f32,nearSize - nearSize - f32,farSize - farSize - f32,maskSpEffectID - maskSpEffectID - s32,randomVariationNum0 - randomVariationNum0 - u32,randomVariationNum1 - randomVariationNum1 - u32,randomVariationNum2 - randomVariationNum2 - u32,randomVariationNum3 - randomVariationNum3 - u32,replaceTextureId_byMaterial - replaceTextureId_byMaterial - u32,dmypolyCategory0 - dmypolyCategory0 - u32,dmypolyCategory1 - dmypolyCategory1 - u32,decalShapeType0 - decalShapeType0 - u32,decalShapeType1 - decalShapeType1 - u32,decalShapeType2 - decalShapeType2 - u32,decalShapeType3 - decalShapeType3 - u32,useDeferredDecal - useDeferredDecal - u32,usePaintDecal - usePaintDecal - u32,targetAttackChr - targetAttackChr - u32,targetDamageChr - targetDamageChr - u32,targetOtherChr - targetOtherChr - u32,targetMapObj - targetMapObj - u32,usePom - usePom - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x26 - 0x26 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,0x27 - 0x27 - u32,randomSizeMin - randomSizeMin - s16,randomSizeMax - randomSizeMax - s16,randomRollMin - randomRollMin - f32,randomRollMax - randomRollMax - f32,randomPitchMin - randomPitchMin - f32,randomPitchMax - randomPitchMax - f32,randomYawMin - randomYawMin - f32,randomYawMax - randomYawMax - f32,pomHeightScale - pomHeightScale - f32,pomSampleMin - pomSampleMin - u8,pomSampleMax - pomSampleMax - u8,Contrast1 - Contrast1 - u8,TextureLengthType[0-3] - TextureLengthType[0-3] - u8,TextureWidthX - TextureWidthX - f32,TextureWidthZ - TextureWidthZ - f32,TextureLifeTime - TextureLifeTime - f32,0x58 - 0x58 - s32,0x5C - 0x5C - f32,0x60 - 0x60 - s32,0x64 - 0x64 - s32,0x68 - 0x68 - s32,0x6C - 0x6C - s32,TextureId1 - TextureId1 - s32,TextureId2 - TextureId2 - s32,TextureId3 - TextureId3 - s32,Brightness - Brightness - f32,TextureId4 - TextureId4 - s32,TextureId5 - TextureId5 - s32,TextureId6 - TextureId6 - s32,R(Diffuse) - R(Diffuse) - u8,G(Diffuse) - G(Diffuse) - u8,B(Diffuse) - B(Diffuse) - u8,UnkNaM - UnkNaM - s8,R(Specular) - R(Specular) - u8,G(Specular) - G(Specular) - u8,B(Specular) - B(Specular) - u8,DelayedSpawnState [ON_OFF] - DelayedSpawnState [ON_OFF] - s8,Contrast2 - Contrast2 - f32,0x98 - 0x98 - f32,0x9C - 0x9C - f32,0xA0 - 0xA0 - u8,0xA1 - 0xA1 - u8,0xA2 - 0xA2 - u8,0xA3 - 0xA3 - u8,minVal - minVal - f32,maxVal - maxVal - f32,0xAC - 0xAC - u8,0xAD - 0xAD - u8,DecalSpawnDelay[sec] - DecalSpawnDelay[sec] - u16,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,IsContactPlayer - IsContactPlayer - u32,IsFormCube - IsFormCube - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,0xB0 - 0xB0 - u32,TextureSpawnDelay[sec] - TextureSpawnDelay[sec] - f32,pad1 - pad1 - dummy8
801100,,100010,-1,-30,180,-0.5,5,0.4,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801101,,100010,-1,-80,0,-0.5,5,0.4,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801102,,100010,-1,40,0,-0.5,5,0.4,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,160,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801103,,100310,-1,-30,-120,-0.5,5,0.4,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100310,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801104,,100410,-1,-30,120,-0.5,5,0.4,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100410,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801110,,100010,-1,-75,0,-0.2,5,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100010,9900010,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801111,,100010,-1,90,0,-0.2,5,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801112,,160000,-1,-90,0,-0.2,5,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,160000,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801115,,100010,-1,-45,0,-0.2,5,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801116,,100010,-1,-135,0,-0.2,5,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801117,,100010,-1,180,0,-0.2,5,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801120,,101000,-1,-75,0,-0.2,3,0.6,1.2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-180,180,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,101000,9900010,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801121,,101000,-1,90,0,-0.2,3,0.6,1.2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-180,180,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,101000,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.3,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801122,,160000,-1,-90,0,-0.2,3,0.6,1.2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-180,180,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,160000,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.3,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801125,,101000,-1,-45,0,-0.2,3,0.6,1.2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-180,180,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,101000,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801126,,101000,-1,-135,0,-0.2,3,0.6,1.2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-180,180,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,101000,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801127,,101000,-1,180,0,-0.2,3,0.6,1.2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-180,180,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,101000,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801130,,100010,-1,-20,180,0,5,0.2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801131,,100010,-1,-80,0,0,5,0.2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801132,,100010,-1,40,0,0,5,0.2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801133,,100310,-1,-25,-60,0,5,0.2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
801134,,100410,-1,-25,60,0,5,0.2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,80,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,100000,-1,-1,191,54,19,0,16,16,16,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
802000,,160010,-1,-90,0,-1,3,1,3.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,-180,180,-10,10,-10,10,1,8,64,1,1,0,0,0,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,9900030,-1,-1,191,54,19,0,64,64,64,0,0.45,999,60,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
802100,,160000,-1,-90,0,-0.25,5,0.5,3.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,120,-180,180,-10,10,-10,10,1,8,64,1,1,0,0,0,0,0.05,-1,-1,-1,0,100030,100000,9900000,1,9900030,-1,-1,191,54,19,0,64,64,64,0,0.45,999,60,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
802200,,100000,-1,180,0,-0.2,2,0.4,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,2,40,0,15,0,0.05,-1,-1,-1,0,-1,-1,9900000,1,-1,-1,-1,191,54,19,0,64,64,64,1,0.45,150,60,0,0,1,0,1,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
803010,,-1,-1,-20,180,-0.3,15,4,13,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,0,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,190,20,15,0,50,5,3,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
803011,,-1,-1,0,-90,-0.3,15,4,13,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,130,-20,40,-10,10,-10,10,1,8,64,1,0,40,0,15,0,0.05,-1,-1,-1,0,100010,100000,9900000,1,100000,-1,-1,190,20,15,0,50,5,3,0,0.45,60,10,0,0,1,0,1,10,2,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
803021,,-1,-1,90,0,-0.5,1.5,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,115,-30,30,0,0,0,0,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,160010,9900000,9900000,1,9900030,-1,-1,128,69,45,0,230,230,230,0,1,30,0.5,0,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
803022,,-1,-1,-90,0,-0.5,1.5,3,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,115,-30,30,0,0,0,0,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,160010,9900000,9900000,1,9900030,-1,-1,128,69,45,0,230,230,230,0,1,30,0.5,0,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
803025,,-1,-1,115,0,-0.25,1,0.325,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,115,0,0,0,0,0,0,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,160010,9900000,9900000,1,9900030,-1,-1,128,69,45,0,230,230,230,0,1,30,0.5,0,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
803026,,-1,-1,-115,0,-0.5,1,0.45,0.65,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,115,0,0,0,0,0,0,0,8,64,1,0,1,1,0,0,0.1,-1,-1,-1,0,160010,9900000,9900000,1,9900030,-1,-1,128,69,45,0,230,230,230,0,1,30,0.5,0,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
803030,,-1,-1,-90,0,-0.5,3,2,2.3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,200,-180,180,-15,15,-15,15,0,8,64,1,1,1,1,0,0,0.1,-1,-1,-1,0,100010,100000,9900000,1,9900030,-1,-1,40,30,12,0,30,30,30,1,0.5,400,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
803031,,-1,-1,-90,0,-0.5,2,0.3,0.4,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,200,-180,180,-15,15,-15,15,0,8,64,1,1,1,1,0,0,0.1,-1,-1,-1,0,100010,100000,9900000,1,9900030,-1,-1,40,30,12,0,30,30,30,1,0.5,150,10,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
803040,,-1,-1,-90,0,-0.5,10,2,2.3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,200,-180,180,-15,15,-15,15,0,8,64,1,1,1,1,0,0,0.1,-1,-1,-1,0,100010,100000,9900000,1,9900030,-1,-1,75,110,30,0,30,30,30,1,0.5,60,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-
803050,,-1,-1,0,0,-0.3,0.8,0.2,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,170,200,-20,20,-10,10,-10,10,0,8,64,1,0,0.3,0.1,12,0,0.1,-1,-1,-1,0,803200,100000,9900000,1,9900030,-1,803200,248,245,221,0,248,245,221,1,0.1,25,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
803060,,-1,-1,0,0,-0.3,0.8,0.2,0.5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,170,200,-20,20,-10,10,-10,10,0,8,64,1,0,0.3,0.1,12,0,0.1,-1,-1,-1,0,803210,100000,9900000,1,9900030,-1,803210,248,245,221,0,248,245,221,1,0.1,25,3,0,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
9990000,,100000,-1,0,0,-0.6,8,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,-20,40,-10,10,-10,10,1,8,64,1,0,40,0,15,1,0.05,-1,-1,-1,0,0,9900040,9900000,1,9900000,-1,-1,255,255,255,0,10,10,10,1,0.3,60,10,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
9990001,,100000,-1,0,0,-0.6,15,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,1,0,40,0,15,1,0.05,-1,-1,-1,0,0,100000,9900000,1,9900000,-1,-1,10,255,10,0,255,255,255,1,1,60,10,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
9990002,,100000,-1,0,0,-0.6,15,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,-20,40,-10,10,-10,10,1,8,64,2,0,40,0,15,1,0.05,-1,-1,-1,0,0,100000,9900000,1,9900000,-1,-1,10,255,10,0,255,255,255,1,1,60,10,0,0,1,0,1,10,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-
9990003,,-1,-1,0,0,-0.6,15,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.01,-1,-1,-1,0,999000000,9900000,9900000,1,999000000,-1,-1,100,200,109,0,255,255,255,1,1,120,15,0,0,0,1,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
9990004,,-1,-1,0,0,-0.6,15,1,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.01,-1,-1,-1,0,999000001,999000000,999000000,1,999000000,-1,-1,200,10,10,0,0,255,0,0,1,120,15,255,255,0,0,1,0,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
9990005,,-1,-1,0,0,-0.6,15,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,1,8,64,1,0,0,0,0,0,0.01,-1,-1,-1,0,9900000,9900000,9900000,1,9900070,-1,-1,60,134,60,0,43,43,43,0,0.7,120,15,255,255,0,0,1,0,1,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
