#ActionButtonParam=ACTIONBUTTON_PARAM_ST
ID,Name,regionType - regionType - u8,pad1 - pad1 - dummy8,dummyPoly1 - dummyPoly1 - s32,dummyPoly2 - dummyPoly2 - s32,Radius - Radius - f32,Angle - Angle - s32,depth - depth - f32,width - width - f32,height - height - f32,baseHeightOffset - baseHeightOffset - f32,angleCheckType - angleCheckType - u8,pad2 - pad2 - dummy8,AllowAngle - AllowAngle - s32,textBoxType - textBoxType - u8,pad3 - pad3 - dummy8,textId - textId - s32,InvalidFlag - InvalidFlag - s32,grayoutFlag - grayoutFlag - s32,priority - priority - s32,execInvalidTime - execInvalidTime - f32,execButtonCircle - execButtonCircle - u8,pad4 - pad4 - dummy8,Radius2 - Radius2 - f32,Height2 - Height2 - f32,BaseHeightOffset2 - BaseHeightOffset2 - f32,Radius3 - Radius3 - f32,Height3 - Height3 - f32,BaseHeightOffset3 - BaseHeightOffset3 - f32,Unk1 - Unk1 - f32,Unk2 - Unk2 - f32,Unk3 - Unk3 - f32,Unk4 - Unk4 - s32
3411860,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13410860,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3501800,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13500800,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3501850,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13500850,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3601800,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13600800,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3701800,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13700800,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3701850,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13700850,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3801800,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13800800,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3801830,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13800830,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3801860,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13800860,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
3901800,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,13910800,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
4001800,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,14000800,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
4001830,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,14000830,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
4001860,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,14000860,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
7001000,,0,-,-1,-1,2,180,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,-1,0,-1,-1,-1.5,0.05,0.78,0.05,-1
7001005,,0,-,-1,-1,12,180,0,0,2,-1.5,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,6,-1,0,-1,-1,-1.5,0.05,0.78,0.05,71100560
7001006,,0,-,261,-1,12,180,0,0,2,-1.5,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,6,-1,0,-1,-1,-1.5,0.05,0.78,0.05,71100561
7001007,,0,-,-1,-1,12,180,0,0,2,-1.5,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,6,-1,0,-1,-1,-1.5,0.05,0.78,0.05,71100562
7001008,,0,-,261,-1,12,180,0,0,2,-1.5,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,6,-1,0,-1,-1,-1.5,0.05,-0.42,-0.3,71100563
7001020,,0,-,261,-1,2,180,0,0,2,-1.5,0,-,90,0,-,10010120,-1,-1,10,3,0,-,12,-1,0,-1,-1,-1.5,-0.7,0.5,0.3,-1
7001100,,0,-,256,-1,3,180,0,0,8,-4,0,-,90,0,-,10010200,-1,-1,10,3,0,-,6,8,-4,-1,-1,-4,0,0,0,-1
7001150,,0,-,220,-1,18,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,10,-3,-1,-1,-3,0,0,0,71120400
7001151,,0,-,220,-1,10,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,11,10,-3,-1,-1,-3,0,0,0,71120401
7001152,,0,-,220,-1,18,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,10,-3,-1,-1,-3,0,0,0,71120402
7001160,,0,-,220,-1,18,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,10,-3,-1,-1,-3,0,0,0,71120403
7001161,,0,-,220,-1,18,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,10,-3,-1,-1,-3,0,0,0,71120404
7001162,,0,-,220,-1,18,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,10,-3,-1,-1,-3,0,0,0,71120405
7001170,,0,-,-1,-1,3,180,0,0,2,-1,0,-,90,0,-,10010191,-1,-1,10,3,0,-,7.5,10,-1,-1,-1,-1,0,1.05,0,-1
7001171,,0,-,-1,-1,3,180,0,0,2,-1,0,-,90,0,-,10010191,-1,-1,10,3,0,-,7.5,10,-1,-1,-1,-1,0,1.05,0,-1
7001172,,0,-,-1,-1,3,180,0,0,2,-1,0,-,90,0,-,10010191,-1,-1,10,3,0,-,7.5,10,-1,-1,-1,-1,0,1.05,0,-1
7001173,,0,-,-1,-1,3,180,0,0,2,-1,0,-,90,0,-,10010191,-1,-1,10,3,0,-,6,10,-1,-1,-1,-1,0,1.05,0,-1
7001174,,0,-,-1,-1,3,180,0,0,2,-1,0,-,90,0,-,10010191,-1,-1,10,3,0,-,7.5,10,-1,-1,-1,-1,0,1.05,0,-1
7001200,,0,-,-1,-1,3,180,0,0,1,-0.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,1,-0.25,-1,-1,-0.25,0,2.1,0,-1
7001201,,0,-,261,-1,3,80,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,10,-2,-1,-1,-1.5,0,-0.4,0.53,-1
7001202,,0,-,-1,-1,15,180,0,0,8,-4,0,-,90,0,-,10010200,-1,-1,10,3,0,-,18,8,-4,-1,-1,-4,0,1.9,0,-1
7001203,,0,-,261,-1,3,180,0,0,2,-1.5,0,-,90,0,-,10010120,-1,-1,10,3,0,-,12,10,-2,-1,-1,-1.5,0,-0.4,0.53,-1
7001204,,0,-,-1,-1,0,180,0,0,8,-4,0,-,90,0,-,10010200,-1,-1,10,3,0,-,18,8,-4,-1,-1,-4,0,1.9,0,-1
7001300,,0,-,90,-1,2.5,180,0,0,5,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,6,-2.5,-1,-1,-2.5,0,0,0,-1
7001400,,0,-,90,-1,3,180,0,0,5,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,20,-10,-1,-1,-2.5,0,0,0,-1
7001401,,0,-,-1,-1,3,180,0,0,5,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,16,-8,-1,-1,-2.5,0.2,1.05,0.1,-1
7001500,,0,-,-1,-1,2.5,180,0,0,3,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,7,-2,-1,-1,-1.5,0,1.4,0,-1
7001600,,0,-,90,-1,3,180,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,20,-10,-1,-1,-1.5,0,0,0,-1
7001601,,0,-,261,-1,3,180,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,-1,0,-1,-1,-1.5,0,-0.7,0.3,-1
7001700,,0,-,-1,-1,3,180,0,0,6,-3,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,6,-3,-1,-1,-3,0,0.5,0,-1
7001701,,0,-,-1,-1,3,180,0,0,6,-3,0,-,60,0,-,10010200,-1,-1,10,3,0,-,15,13,-4,-1,-1,-3,0,1.55,0,-1
7001702,,0,-,-1,-1,3,180,0,0,6,-3,0,-,60,0,-,10010120,-1,-1,10,3,0,-,12,6,-3,-1,-1,-3,0,0.5,0,-1
7001800,,0,-,90,-1,3,180,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,16,-6,-1,-1,-1.5,0,0,0,-1
7001801,,0,-,261,-1,3,180,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,-1,0,-1,-1,-1.5,-0.1,-0.5,0,-1
7001900,,0,-,261,-1,2,180,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,6,-1,0,-1,-1,-1.5,0,0,0,-1
7001901,,0,-,261,-1,2,180,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,6,-1,0,-1,-1,-1.5,0,0,0,-1
7001902,,0,-,261,-1,2,180,0,0,2,-1.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,6,-1,0,-1,-1,-1.5,0,0,0,-1
7002000,,0,-,-1,-1,3,180,0,0,4,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,9,-1,-1,-1,-1,-0.5,0.8,-0.5,-1
7002100,,0,-,-1,-1,2.5,180,0,0,1.5,-0.75,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,10,-1,-1,-1,-0.75,0,1.65,0,-1
7002200,,0,-,-1,-1,3,25,0,0,2.5,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,-1,0,-1,-1,-1,0.1,0.6,0,-1
7002201,,0,-,-1,-1,2,90,0,0,1,-0.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,22,-1,0,-1,-1,-0.25,0.12,1.75,0.1,-1
7002202,,0,-,-1,-1,2.5,180,0,0,2.5,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,2.5,-1,-1,-1,-1,0,0.6,0,-1
7002203,,0,-,-1,-1,2,180,0,0,1,-0.25,0,-,90,0,-,10010250,-1,-1,10,3,0,-,8,3,-1,-1,-1,-0.25,0,1.2,-0.2,72000019
7002204,,0,-,-1,-1,3,180,0,0,2.5,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,-1,0,-1,-1,-1,0.1,0.6,0,-1
7002300,,0,-,90,-1,2.5,180,0,0,6,-3,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,10,-5,-1,-1,-3,0,0,0,-1
7002301,,0,-,90,-1,2.5,180,0,0,10,-5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,10,-5,-1,-1,-5,0,0,0,-1
7002302,,0,-,90,-1,2.5,120,0,0,6,-3,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,10,-5,-1,-1,-3,0,0,0,-1
7002400,,0,-,-1,-1,2.5,180,0,0,1,-0.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,6,-3,-1,-1,-0.25,0,0.74,-0.06,-1
7002401,,0,-,201,-1,3,180,0,0,5,-2.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,5,-2,-1,-1,-2.25,0,0,0,-1
7002410,,0,-,-1,-1,8,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,10,10,-3,-1,-1,-3,0,0.74,-0.06,71110241
7002411,,0,-,-1,-1,8,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,10,10,-3,-1,-1,-3,0,0.74,-0.06,71110242
7002412,,0,-,200,-1,2,180,0,0,2,-2,0,-,180,0,-,10010140,-1,-1,10,3,0,-,6,4,-2,-1,-1,-2,0,0,0.3,-1
7002500,,0,-,256,-1,4,180,0,0,6,-4,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,6,-4,-1,-1,-4,0,0,0,-1
7002600,,0,-,90,-1,3,180,0,0,6,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,6,-2,-1,-1,-2,0,0,0,-1
7002610,,0,-,90,-1,3,180,0,0,6,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,6,-2,-1,-1,-2,0,0,0,-1
7002620,,0,-,90,-1,3,180,0,0,6,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,10,-2,-1,-1,-2,0,0,0,-1
7002700,,0,-,90,-1,3,180,0,0,4,-2,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,3,-1,-1,-1,-2,0,0,0,-1
7002800,,0,-,-1,-1,2.5,180,0,0,1,-0.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,3,-1,-1,-1,-0.25,0,0.55,-0.05,-1
7002801,,0,-,-1,-1,2,90,0,0,1,-0.5,0,-,180,0,-,10010250,-1,-1,10,3,2,-,20,12,-7,-1,-1,-0.5,0,2.1,0,71500116
7002802,,0,-,-1,-1,2,90,0,0,1,-0.5,0,-,180,0,-,10010250,-1,-1,10,3,2,-,4,3,-1,-1,-1,-0.5,0,1,0,71500117
7002900,,0,-,90,-1,2.5,180,0,0,4,-2,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,4,-1,-1,-1,-2,0,0,0,-1
7002901,,0,-,90,-1,2.5,180,0,0,4,-2,0,-,90,0,-,10010200,-1,-1,10,3,0,-,20,8,-4,-1,-1,-2,0,0,0,-1
7002902,,0,-,90,-1,2.5,180,0,0,4,-2,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,4,-1,-1,-1,-2,0,0,0,-1
7002903,,0,-,-1,-1,2,180,0,0,1,-0.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
7002904,,0,-,90,-1,2.5,180,0,0,4,-2,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,15,-10,-1,-1,-0.25,0,0,0,-1
7003000,,0,-,90,-1,2.5,180,0,0,5,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,10,-5,-1,-1,-2.5,0,0,0,-1
7003001,,0,-,210,-1,2,180,0,0,2,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,7,-1,0,-1,-1,-2.5,0,-1.7,0.3,-1
7003002,,0,-,210,-1,6,180,0,0,3,-8.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,7.5,-13,-1,-1,-8.5,0,-0.9,0,-1
7003003,,0,-,210,-1,6,180,0,0,3,-8.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,7.5,-13,-1,-1,-8.5,0,-1.7,0.3,-1
7003004,,0,-,210,-1,6,180,0,0,3,-8.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,7.5,-13,-1,-1,-8.5,0.2,-1.8,-0.2,-1
7003010,,0,-,210,-1,2,180,0,0,2,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,7,-1,0,-1,-1,-2.5,0,-0.9,0,-1
7003011,,0,-,210,-1,2,180,0,0,2,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,7,-1,0,-1,-1,-2.5,0,-0.9,0,-1
7003020,,0,-,90,-1,2.5,180,0,0,7,-3.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,10.5,-3,-1,-1,-3.5,0,0,0,-1
7003030,,0,-,90,-1,2.5,180,0,0,5,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,15,12,-6,-1,-1,-2.5,0,0,0,-1
7003031,,0,-,210,-1,2,180,0,0,2,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,6,-1,0,-1,-1,-2.5,0,-1.2,-0.5,-1
7003040,,0,-,90,-1,2.5,180,0,0,7,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,12,-6,-1,-1,-2.5,0,0,0,-1
7003050,,0,-,210,-1,2,180,0,0,2,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,6,-1,0,-1,-1,-2.5,0.2,-1.8,-0.2,-1
7003100,,0,-,90,-1,2.5,180,0,0,5,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,15,-7.5,-1,-1,-2.5,0,0,0,-1
7003101,,0,-,90,-1,10,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,15,10,-3,-1,-1,-3,0,0,0,71300058
7003102,,0,-,90,-1,10,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,15,10,-3,-1,-1,-3,0,0,0,71300063
7003200,,0,-,-1,-1,3,180,0,0,1,-0.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,12,-2,-1,-1,-0.25,0,1,0,-1
7003600,,0,-,-1,-1,5,180,0,0,4,-2,0,-,90,0,-,10010200,-1,-1,10,3,0,-,15,6,-3,-1,-1,-2,0,0.8,0,-1
7003601,,0,-,-1,-1,7.5,180,0,0,4,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,15,7,-2,-1,-1,-1,0,1.3,0,-1
7003650,,0,-,-1,-1,3,180,0,0,2,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,15,-2,-1,-1,-1,0,0.8,0,-1
7003651,,0,-,-1,-1,7,180,0,0,8,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,22,17,-2,-1,-1,-1,0,1.3,0,-1
7003700,,0,-,-1,-1,7,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,15,10,-3,-1,-1,-3,0.3,0.6,-0.3,71000450
7003800,,0,-,90,-1,2,180,0,0,2,-1.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,4,2,-1,-1,-1,-1.25,0,0,0,-1
7003900,,0,-,90,-1,2,180,0,0,5,-2.5,0,-,90,0,-,10010200,-1,-1,10,3,0,-,4,7,-3,-1,-1,-2.5,0,0,0,-1
7003901,,0,-,-1,-1,3,180,0,0,3,-1.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,5,-2,-1,-1,-1.25,-0.4,0.6,0.15,-1
7004000,,0,-,-1,-1,2.5,180,0,0,1,-0.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,3,-1,-1,-1,-0.25,0,1.15,0,-1
7004700,,0,-,-1,-1,3,180,0,0,2,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,15,8,-2,-1,-1,-1,0,0.6,0,-1
7004701,,0,-,-1,-1,3,180,0,0,2,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,5,-2,-1,-1,-1,0,0.6,0,-1
7004800,,0,-,-1,-1,3.5,180,0,0,1,-0.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,41,-1,0,-1,-1,-0.25,0,1.65,0,-1
7004900,,0,-,-1,-1,3,180,0,0,3,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,5,-2,-1,-1,-1,0,1.6,0,-1
7007000,,0,-,-1,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,4,-2,-1,-1,-2,-0.1,0.5,-0.1,-1
7007001,,0,-,-1,-1,3,180,0,0,4,-2,0,-,60,0,-,10010120,-1,-1,10,3,0,-,12,4,-2,-1,-1,-2,0,0.5,0,-1
7007010,,0,-,-1,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,4,-2,-1,-1,-2,0.2,0.7,-0.05,-1
7007020,,0,-,-1,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,18,6,-2,-1,-1,-2,0,0.35,0,-1
7007030,,0,-,-1,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,6,-3,-1,-1,-2,0,0.6,0,-1
7007040,,0,-,90,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,15,4,-2,-1,-1,-2,0,0,0,-1
7007050,,0,-,90,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,8,6,-3,-1,-1,-2,0,0,0,-1
7007060,,0,-,-1,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,4,-2,-1,-1,-2,0.1,0.4,0,-1
7007070,,0,-,90,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,20,40,-20,-1,-1,-2,0,0,0,-1
7007080,,0,-,-1,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,4,-2,-1,-1,-2,-0.2,0.4,0.2,-1
7007090,,0,-,-1,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,6,-3,-1,-1,-2,0,0.6,0,-1
7007100,,0,-,-1,-1,3.5,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,18,15,-7,-1,-1,-2,0,0.45,0,-1
7007110,,0,-,90,-1,3,180,0,0,4,-2,0,-,60,0,-,10010200,-1,-1,10,3,0,-,12,4,-2,-1,-1,-2,0,0,0,-1
7007999,,0,-,3,-1,2.5,180,0,0,4,-1,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,8,-1,-1,-1,-1,0.3,0.8,-0.3,-1
7008000,,0,-,90,-1,3,180,0,0,4,-2.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,12,20,-10,-1,-1,-2.25,0,0,0,-1
7008010,,0,-,90,-1,3,180,0,0,4,-2.25,0,-,90,0,-,10010200,-1,-1,10,3,0,-,8,4,-2,-1,-1,-2.25,0,0,0,-1
7009000,,0,-,-1,-1,13,180,0,0,12,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,18,12,-3,-1,-1,-3,0,1.5,0,71008000
7009002,,0,-,-1,-1,16,180,0,0,15,-5,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,15,-5,-1,-1,-5,0,1.6,0,71008005
7009004,,0,-,-1,-1,10,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,15,10,-3,-1,-1,-3,0,1.6,0,71008010
7009006,,0,-,-1,-1,28,180,0,0,15,-5,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,35,15,-5,-1,-1,-5,0,1.7,0,71008015
7009050,,0,-,90,-1,20,180,0,0,20,-10,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,25,20,-10,-1,-1,-10,-0.15,1,-0.05,71108000
7009052,,0,-,-1,-1,20,180,0,0,18,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,25,18,-3,-1,-1,-3,0,1.4,0,71108005
7009054,,0,-,-1,-1,18,180,0,0,18,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,22,18,-3,-1,-1,-3,0,1.3,0,71108010
7009056,,0,-,210,-1,18,180,0,0,18,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,22,18,-3,-1,-1,-3,0,0,0,71108005
7009058,,0,-,90,-1,13,180,0,0,20,-10,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,18,20,-10,-1,-1,-10,0,0,0,71128020
7009100,,0,-,-1,-1,23,180,0,0,16,-7,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,30,16,-7,-1,-1,-7,0,1.6,0,71118000
7009102,,0,-,-1,-1,20,180,0,0,18,-10,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,25,18,-10,-1,-1,-10,0,1.8,0,71118005
7009104,,0,-,-1,-1,28,180,0,0,17,-5,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,30,17,-5,-1,-1,-5,0,0.7,0,71118030
7009106,,0,-,-1,-1,6,180,0,0,10,-8,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,15,10,-10,-1,-1,-8,0,1.6,0,71128015
7009108,,0,-,-1,-1,14,180,0,0,15,-7,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,16,-10,-1,-1,-7,0,1.6,0,71118010
7009110,,0,-,90,-1,12,180,0,0,8,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,8,-3,-1,-1,-3,0,0,0,71118015
7009112,,0,-,-1,-1,14.2,180,0,0,15,-5,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,22,15,-5,-1,-1,-5,0,1.7,0,71110551
7009114,,0,-,-1,-1,17,180,0,0,20,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,22,17,-10,-1,-1,-3,0,1.7,0,71110600
7009116,,0,-,800,-1,12,180,0,0,16,-7,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,16,-7,-1,-1,-7,0,0,0,71118020
7009118,,0,-,510,-1,10.3,180,0,0,4,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,14,5,-3,-1,-1,-3,0,0,0,71118025
7009120,,0,-,-1,-1,15,180,0,0,30,-10,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,30,30,-10,-1,-1,-10,0,1.7,0,71110601
7009150,,0,-,-1,-1,5.5,180,0,0,10,-4.6,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,10,20,-10,-1,-1,-4.6,0,1.6,0,71128000
7009152,,0,-,-1,-1,17,180,0,0,10,-8,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,22,15,-10,-1,-1,-8,0,1.6,0,71128010
7009154,,0,-,-1,-1,27,180,0,0,10,-3,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,30,10,-3,-1,-1,-3,0,1.7,0,71128025
7009156,,0,-,210,-1,17,180,0,0,10,-8,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,22,15,-10,-1,-1,-8,0,0,0,71128010
7009158,,0,-,-1,-1,15.5,180,0,0,14.5,-4,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,20,14.5,-4,-1,-1,-4,0,1.6,0,71128510
9990800,,1,-,101,-1,0,0,1.5,1.5,1,-0.25,1,-,90,0,-,10010403,9990800,-1,10,-1,0,-,4,-1,0,-1,-1,-0.25,0,0,0,-1
9990810,,0,-,210,-1,15,180,0,0,20,-10,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,18,22,-11,-1,-1,-10,0,0,0,-1
9990811,,0,-,210,-1,15,180,0,0,20,-10,0,-,180,0,-,10010250,-1,-1,10,0.5,2,-,18,22,-11,-1,-1,-10,0,0,0,-1
