#GrassTypeParam=GRASS_TYPE_PARAM_ST
ID,Name,GrassLodRangeParamId - GrassLodRangeParamId - u16,Type1 - Type1 - u8,Type2 - Type2 - u8,Type3 - Type3 - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,UseExtra_GrassRate - UseExtra_GrassRate - u8,GrassDefaultRate - GrassDefaultRate - f32,ObjectReference1 - ObjectReference1 - fixstrW,TextureReference1 - TextureReference1 - fixstrW,TextureReference2 - TextureReference2 - fixstrW,Unk3 - Unk3 - u8,Unk3 - Unk3 - u8,GrassAngle - GrassAngle - u8,GrassXZ - GrassXZ - u8,GrassY - GrassY - u8,GrassHeight1 - GrassHeight1 - u8,GrassHeight2 - GrassHeight2 - u8,GrassSpVal1 - GrassSpVal1 - u8,GrassSpVal2 - GrassSpVal2 - u8,GrassSpVal3 - GrassSpVal3 - u8,GrassSpVal4 - GrassSpVal4 - u8,GrassSpVal5 - GrassSpVal5 - u8,GrassSpVal6 - GrassSpVal6 - u8,"Switch [0,1] - Switch [0,1] - u8",Unk4 - Unk4 - u8,Unk5 - Unk5 - u8,Unk6 - Unk6 - f32,Unk7 - Unk7 - u8,Unk8 - Unk8 - u8,pad1 - pad1 - dummy8,Unk9 - Unk9 - u8,Unk10 - Unk10 - f32,Unk11 - Unk11 - f32,ExtraGrassRate - ExtraGrassRate - f32,Unk12 - Unk12 - u8,pad2 - pad2 - dummy8,ObjectReference2 - ObjectReference2 - fixstrW
250,,1,1,2,2,0,0,0,1,o007200,o007200_grass_00_far_a,o007200_grass_00_far_a,100,150,5,90,110,100,120,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
251,,1,1,2,2,0,0,0,1,o007201,o007201_Grass_01_far_a,o007201_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
252,,1,1,2,2,0,0,0,1,o007210,o007210_Grass_01_far_a,o007210_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
253,,1,1,2,2,0,0,0,1,o007211,o007211_Grass_01_far_a,o007211_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
254,,1,1,2,2,0,0,0,0.5,o007220,o007220_lotus_00_far_a,o007220_lotus_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
255,,1,1,2,2,0,0,0,1,o007230,o007230_lotus_01_far_a,o007230_lotus_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
256,,2,1,2,2,0,0,0,3,o007240,o007240_moss_far_a,o007240_moss_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
257,,1,1,2,2,0,0,0,1,o007202,o007210_Grass_01_far_a,o007210_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,45,45,0.5,0,-,
258,,5,1,3,2,0,0,1,0.5,o007280,o007280_Plant_00_far_a,o007280_Plant_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,1.5,3,-,
259,,1,1,2,2,0,0,0,2,o007300,o007300_karamushi_far_a,o007300_karamushi_far_a,100,30,5,90,110,80,120,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
260,,1,1,3,2,0,0,0,1,o007130,o007130_PlantA_01_far_a,o007130_PlantA_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
261,,2,1,3,2,0,0,0,1,o007140,o007140_plant_ferns_900_far_a,o007140_plant_ferns_900_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
262,,2,1,3,2,0,0,0,1,o007150,o007150_grass_01_far_a,o007150_grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
265,,2,1,3,2,0,0,0,1,o007092,o007092_Grass_01_far_a,o007092_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
266,,2,1,3,2,0,0,0,3,o007093,o007093_Grass_02_far_a,o007093_Grass_02_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
267,,1,1,3,2,0,0,1,0.1,o007286,o007286_Grass_01_far_a,o007286_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,2.4,3,-,
268,,1,1,3,2,0,0,1,0.1,o007287,o007287_Grass_01_far_a,o007287_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,2.4,3,-,
269,,1,1,3,2,0,0,0,1.5,o007026,o007026_Grass_01_far_a,o007026_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
270,,2,1,3,2,0,0,0,3,o007250,o007250_akamigoke_far_a,o007250_akamigoke_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
271,,1,1,3,2,0,0,0,1,o007202,o007202_Hydrilla_00_far_a,o007202_Hydrilla_00_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,120,15,0.5,0,-,
272,,1,1,3,2,0,0,0,0.5,o007310,o007310_Grass_01_far_a,o007310_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
273,,1,1,3,2,0,0,0,0.7,o007320,o007320_Grass_01_far_a,o007320_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
274,,1,1,3,2,0,0,1,1,o007330,o007330_Grass_01_far_a,o007330_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,2.2,3,-,
275,,1,1,3,2,0,0,0,1,o007340,o007340_lotus_01_far_a,o007340_lotus_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
276,,1,1,3,2,0,0,0,1,o007350,o007350_grass_05_far_a,o007350_grass_05_far_a,100,90,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
277,,1,1,3,2,0,0,0,1,o007351,o007351_grass_05_far_a,o007351_grass_05_far_a,100,90,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
278,,1,1,3,2,0,0,0,1,o007111,o007111_Grass_01_far_a,o007111_Grass_01_far_a,100,90,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,1.5,0,-,
279,,1,1,3,2,0,0,0,1,o007352,o007352_grass_05_far_a,o007352_grass_05_far_a,100,90,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
286,,1,1,2,2,0,0,0,2,o007211,o007211_Grass_01_far_a,o007211_Grass_01_far_a,100,150,5,90,140,90,140,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
287,,1,1,2,2,0,0,0,0.5,o007290,o007290_PlantA_00_far_a,o007290_PlantA_00_far_a,100,150,5,90,140,90,140,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
288,,5,1,2,2,0,0,0,1,o007360,o007360_lotus_00_far_a,o007360_lotus_00_far_a,100,150,5,90,140,90,140,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,2.5,3,-,
290,,1,1,3,2,0,0,0,0.5,o007170,o007170_Senburi_01_far_a,o007170_Senburi_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
322,,1,1,2,0,0,0,0,0.5,o007510,PlantTest_01_a,o007510_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
323,,1,1,2,0,0,0,0,1,o007520,PlantTest_01_a,o007520_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
325,,2,1,2,0,0,0,0,1,o007530,PlantTest_01_a,o007530_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
326,,2,1,2,0,0,0,0,2,o007540,PlantTest_01_a,o007540_Grass_01_far_a,100,60,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
327,,1,1,2,0,0,0,0,1,o007550,PlantTest_01_a,o007550_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
328,,2,1,0,0,0,0,0,2,o007560,o007560_Grass_01_far_a,o007560_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
329,,1,1,2,0,0,0,0,0.5,o007570,PlantTest_01_a,o007570_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
330,,1,1,2,0,0,0,0,2,o007571,PlantTest_01_a,o007571_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
331,,1,1,2,0,0,0,0,0.2,o007580,PlantTest_01_a,o007580_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
332,,32,1,4,2,0,0,1,1,o007501,o007501_Grass_01_far_a,o007501_Grass_01_far_a,100,30,2,100,105,100,100,255,255,255,255,255,255,0,2,0,0,0,80,-,40,0,-1,2.5,3,-,o007509
334,,2,1,2,0,0,0,0,1,o007590,PlantTest_01_a,o007590_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
335,,1,1,2,0,0,0,0,0.5,o007600,PlantTest_01_a,o007600_Grass_01_far_a,100,30,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.4,0,-,
336,,1,1,2,0,0,0,0,0.7,o007610,PlantTest_01_a,o007610_Grass_01_far_a,100,150,5,90,110,80,115,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.4,0,-,
338,,2,1,2,0,0,0,0,1,o007591,PlantTest_01_a,o007591_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
359,,1,1,3,2,0,0,0,2,o007800,PlantTest_01_a,PlantTest_01_a,100,30,5,90,110,80,120,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
360,,1,1,3,2,0,0,0,1.2,o007630,o007630_PlantA_01_far_a,o007630_PlantA_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
375,,1,1,2,0,0,0,0,1,o007840,PlantTest_01_a,o007840_Grass_01_far_a,100,150,5,90,110,90,110,255,255,255,255,255,255,0,2,0,0,0,80,-,40,-1,-1,0.5,0,-,
