#SpEffectVfxParam=SP_EFFECT_VFX_PARAM_ST
ID,Name,midstSfxId - midstSfxId - s32,midstSeId - midstSeId - s32,InitSfxId - InitSfxId - s32,InitSeId - InitSeId - s32,finishSfxId - finishSfxId - s32,finishSeId - finishSeId - s32,camouflageBeginDist - camouflageBeginDist - f32,camouflageEndDist - camouflageEndDist - f32,transformProtectorId - transformProtectorId - s32,midstDmyId - midstDmyId - s16,initDmyId - initDmyId - s16,finishDmyId - finishDmyId - s16,effectType - effectType - u8,soulParamIdForWepEnchant1 - soulParamIdForWepEnchant1 - u8,playCategory - playCategory - u8,playPriority - playPriority - u8,existEffectForLarge - existEffectForLarge - u8,existEffectForSoul - existEffectForSoul - u8,existInvisibleAtCamouflage - existInvisibleAtCamouflage - u8,useCamouflage - useCamouflage - u8,invisibleAtFriendCamouflage - invisibleAtFriendCamouflage - u8,addMapAreaBlockOffset - addMapAreaBlockOffset - u8,halfCamouflage - halfCamouflage - u8,isFullBodyProtectorId - isFullBodyProtectorId - u8,isInvisibleWeapon - isInvisibleWeapon - u8,isSilence - isSilence - u8,isGauntletProtectorId - isGauntletProtectorId - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,Unk3 - Unk3 - u8,Unk4 - Unk4 - u8,Unk5 - Unk5 - u8,DecalId0 - DecalId0 - s32,DecalId1 - DecalId1 - s32,soulParamIdForWepEnchant2 - soulParamIdForWepEnchant2 - u8,SpEffectSp0 - SpEffectSp0 - u8,SpEffectSp1 - SpEffectSp1 - u8,bodyProtectorType - bodyProtectorType - u8,SpSfxId0 - SpSfxId0 - s32,SpSfxId1 - SpSfxId1 - s32,SpSfxId2 - SpSfxId2 - s32,SpSfxId3 - SpSfxId3 - s32,SpSfxId4 - SpSfxId4 - s32,SpSfxId5 - SpSfxId5 - s32,SpSfxId6 - SpSfxId6 - s32,SpSfxId7 - SpSfxId7 - s32,SpSfxId8 - SpSfxId8 - s32,SpSfxId9 - SpSfxId9 - s32,SpSfxId10 - SpSfxId10 - s32,SpSfxId11 - SpSfxId11 - s32,SpSfxId12 - SpSfxId12 - s32,SpSfxId13 - SpSfxId13 - s32,SpSfxId14 - SpSfxId14 - s32,SpSfxId15 - SpSfxId15 - s32,Unk10 - Unk10 - u8,PhantomType - PhantomType - u8,CamouflageGhost - CamouflageGhost - u8,Unk12 - Unk12 - u8,PhantomParamId - PhantomParamId - s32,EmissiveIntensityScale [ArmorGlow] - EmissiveIntensityScale [ArmorGlow] - f32,Unk13 - Unk13 - f32,bodyProtectorVal - bodyProtectorVal - s16,Unk14 - Unk14 - s16,CinderIntensityScale [Ember Effect Glow] - CinderIntensityScale [Ember Effect Glow] - f32,MenuOrb - MenuOrb - u8,Unk15 - Unk15 - u8,MenuOrb_DummyPolyId - MenuOrb_DummyPolyId - s16,BodyProtectorValue1 - BodyProtectorValue1 - u16,BodyProtectorValue2 - BodyProtectorValue2 - u16,MaterialExParamId - MaterialExParamId - s32,MaterialExSpeed - MaterialExSpeed - f32,MaterialExMax - MaterialExMax - f32,MaterialExMin - MaterialExMin - f32,Unk16 - Unk16 - u16,Unk17 - Unk17 - u16,pad1 - pad1 - dummy8
58,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
59,,22605,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
60,,20279,-1,-1,-1,-1,-1,-1,-1,-1,206,-1,-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
61,,20284,-1,-1,-1,-1,-1,-1,-1,-1,206,-1,-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
62,,303001,193,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
63,,20242,-1,-1,-1,-1,-1,-1,-1,-1,206,-1,-1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
64,,20257,-1,-1,-1,-1,-1,-1,-1,-1,206,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
65,,13045,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
66,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
67,,24006,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
68,,23228,-1,-1,-1,23328,-1,-1,-1,-1,200,-1,200,0,0,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
69,,20250,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
70,,24009,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
71,,24010,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
72,,24011,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
73,,24025,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
74,,24026,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
75,,301022,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
76,,24021,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,0,0,3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
77,,24008,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
78,,30013,-1,-1,-1,-1,-1,-1,-1,-1,107,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
79,,30013,-1,-1,-1,-1,-1,-1,-1,-1,109,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
80,,14997,-1,-1,-1,-1,-1,-1,-1,-1,225,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
91,,30052,-1,-1,-1,-1,-1,-1,-1,-1,158,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
92,,630740,-1,-1,-1,630706,-1,-1,-1,-1,100,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
93,,630701,-1,-1,-1,630707,-1,-1,-1,-1,100,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
94,,630702,-1,-1,-1,630708,-1,-1,-1,-1,100,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
95,,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
96,,-1,-1,840,-1,-1,-1,-1,-1,900000,-1,7,-1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
97,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
98,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
99,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
100,,213,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
101,,212,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
102,,870,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,4,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
103,,12210,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
104,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
105,,129102,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
106,,129200,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
107,,129200,-1,-1,-1,-1,-1,-1,-1,-1,230,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
108,,12212,-1,12211,-1,-1,-1,-1,-1,-1,220,220,-1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
109,,12213,221000003,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
110,,24003,-1,-1,-1,-1,-1,-1,-1,-1,220,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
111,,620000,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
112,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
113,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
114,,-1,-1,107,-1,108,-1,-1,-1,1010000,-1,7,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
115,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
116,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
117,,900,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
118,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
119,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
120,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
121,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
122,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
123,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
124,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
125,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
126,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
127,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
128,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
129,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
130,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
131,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,65535,65535,-1,0,0,0,67,67,-
