#ResourceItemLotParam=RESOURCEITEMLOT_PARAM_ST
ID,Name,getItemFlagId - getItemFlagId - s32,lotItemId01 - lotItemId01 - s32,lotItemId02 - lotItemId02 - s32,lotItemId03 - lotItemId03 - s32,lotItemId04 - lotItemId04 - s32,lotItemId05 - lotItemId05 - s32,lotItemId06 - lotItemId06 - s32,lotItemId07 - lotItemId07 - s32,lotItemId08 - lotItemId08 - s32,MethodType - MethodType - u8,pad1 - pad1 - dummy8,lotItemBasePoint01 - lotItemBasePoint01 - u16,lotItemBasePoint02 - lotItemBasePoint02 - u16,lotItemBasePoint03 - lotItemBasePoint03 - u16,lotItemBasePoint04 - lotItemBasePoint04 - u16,lotItemBasePoint05 - lotItemBasePoint05 - u16,lotItemBasePoint06 - lotItemBasePoint06 - u16,lotItemBasePoint07 - lotItemBasePoint07 - u16,lotItemBasePoint08 - lotItemBasePoint08 - u16,lotItemNum01 - lotItemNum01 - u16,lotItemNum02 - lotItemNum02 - u16,lotItemNum03 - lotItemNum03 - u16,lotItemNum04 - lotItemNum04 - u16,lotItemNum05 - lotItemNum05 - u16,lotItemNum06 - lotItemNum06 - u16,lotItemNum07 - lotItemNum07 - u16,lotItemNum08 - lotItemNum08 - u16,enableLuck01 - enableLuck01 - u8,enableLuck02 - enableLuck02 - u8,enableLuck03 - enableLuck03 - u8,enableLuck04 - enableLuck04 - u8,enableLuck05 - enableLuck05 - u8,enableLuck06 - enableLuck06 - u8,enableLuck07 - enableLuck07 - u8,enableLuck08 - enableLuck08 - u8
9620190,,59621019,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620200,,59621020,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620210,,59621021,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620220,,59621022,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620230,,59621023,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620240,,59621024,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620250,,59621025,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620260,,59621026,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620270,,59621027,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620280,,59621028,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620900,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623000,,59621300,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623010,,59621301,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623020,,59621302,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623030,,59621303,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623040,,59621304,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623050,,59621305,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623900,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626000,,59621600,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626010,,59621601,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626020,,59621602,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626030,,59621603,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626040,,59621604,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626050,,59621605,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626060,,59621606,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626070,,59621607,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626080,,59621608,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626090,,59621609,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626100,,59621610,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626110,,59621611,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626120,,59621612,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626130,,59621613,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626140,,59621614,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626150,,59621615,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626160,,59621616,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9626900,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,50,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000010,,-1,0,1,1,99999,99999,99999,99999,99999,0,-,30,50,20,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
10000020,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,70,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000090,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,25,75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000100,,-1,0,1,1,99999,99999,99999,99999,99999,0,-,0,80,20,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0
10000190,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,0,100,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000200,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,60,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000290,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,60,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000300,,-1,0,1,1,99999,99999,99999,99999,99999,0,-,0,80,20,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0
10000400,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,90,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000410,,-1,0,1,1,99999,99999,99999,99999,99999,0,-,80,10,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0
10000500,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,80,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000590,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,40,70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000600,,-1,0,1,1,99999,99999,99999,99999,99999,0,-,0,70,30,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0
10000800,,-1,0,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000900,,-1,0,1,99999,99999,99999,99999,99999,99999,0,-,0,100,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10005000,,-1,5,0,99999,99999,99999,99999,99999,99999,0,-,30,70,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005001,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005010,,-1,5,0,99999,99999,99999,99999,99999,99999,0,-,30,70,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005011,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005020,,-1,5,0,99999,99999,99999,99999,99999,99999,0,-,30,70,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005021,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005100,,-1,5,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005101,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005200,,-1,5,0,99999,99999,99999,99999,99999,99999,0,-,30,70,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005201,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005300,,-1,5,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005301,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005400,,-1,5,0,99999,99999,99999,99999,99999,99999,0,-,30,70,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005401,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005410,,-1,5,0,99999,99999,99999,99999,99999,99999,0,-,30,70,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005411,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005500,,-1,5,0,99999,99999,99999,99999,99999,99999,0,-,30,70,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005501,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005600,,-1,5,0,99999,99999,99999,99999,99999,99999,0,-,30,70,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005601,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005800,,-1,5,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005801,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005900,,-1,5,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005901,,-1,5,99999,99999,99999,99999,99999,99999,99999,1,-,100,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10200000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10200010,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10205000,,-1,5,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10205010,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10400000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10405000,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10700000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10705000,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10805000,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11300000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11305000,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13505000,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13700000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13705000,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50200000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50205000,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70005000,,-1,4,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999100,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999110,,-1,1,0,99999,99999,99999,99999,99999,99999,0,-,100,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999120,,-1,1,0,99999,99999,99999,99999,99999,99999,0,-,20,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999130,,-1,1,1,99999,99999,99999,99999,99999,99999,0,-,100,100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999140,,-1,1,1,1,1,1,1,1,0,0,-,100,100,100,100,100,100,100,100,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0
999999150,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999151,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999152,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999160,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999161,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999162,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999170,,-1,1,1,1,99999,99999,99999,99999,99999,0,-,100,100,100,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999999171,,-1,1,1,1,99999,99999,99999,99999,99999,0,-,100,100,100,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999999172,,-1,1,1,1,99999,99999,99999,99999,99999,0,-,100,100,100,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999999180,,9170,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999190,,-1,1,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999200,,-1,0,99999,99999,99999,99999,99999,99999,99999,0,-,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
