#ThrowParam=THROW_INFO_BANK
ID,Name,AtkChrId - AtkChrId - s32,DefChrId - DefChrId - s32,Dist - Dist - f32,DiffAngMin - DiffAngMin - f32,DiffAngMax - DiffAngMax - f32,UpperYrange - UpperYrange - f32,LowerYrange - LowerYrange - f32,DiffAngMyToDef - DiffAngMyToDef - f32,throwTypeId - throwTypeId - s32,atkAnimid - atkAnimid - s32,defAnimId - defAnimId - s32,escHp - escHp - s16,selfEscCycleTime - selfEscCycleTime - s16,SphereCastRadiusRateTop - SphereCastRadiusRateTop - s16,SphereCastRadiusRateLow - SphereCastRadiusRateLow - s16,PadType - PadType - u8,AtkEnableState - AtkEnableState - u8,AtkSorbDmyId - AtkSorbDmyId - u8,DefSorbDmyId - DefSorbDmyId - u8,ThrowType - ThrowType - u8,SelfEscCycleInt - SelfEscCycleInt - u8,DmyHasChrDirType - DmyHasChrDirType - u8,isTurnAtker - isTurnAtker - u8,isSkipWepCate - isSkipWepCate - u8,isSkipSphereCast - isSkipSphereCast - u8,Unk1 - Unk1 - u8,Unk2 - Unk2 - u8,Unk3 - Unk3 - u8,Unk4 - Unk4 - u8,Unk5 - Unk5 - u8,subAtkSorbDmyId - subAtkSorbDmyId - s16,subDefSorbDmyId - subDefSorbDmyId - s16,Dist2 - Dist2 - f32,DiffAngMin2 - DiffAngMin2 - f32,DiffAngMax2 - DiffAngMax2 - f32,UpperYrange2 - UpperYrange2 - f32,LowerYrange2 - LowerYrange2 - f32,DiffAngMyToDef2 - DiffAngMyToDef2 - f32,performDmyId0 - performDmyId0 - s32,performDmyId1 - performDmyId1 - s32,ThrowKindParamID0 - ThrowKindParamID0 - s32,Unk6 - Unk6 - s32,Unk7 - Unk7 - s32,ThrowKindParamID1 - ThrowKindParamID1 - s32,ThrowKindParamID2 - ThrowKindParamID2 - s32,Unk8 - Unk8 - s16,Unk9 - Unk9 - s16,Unk10 - Unk10 - s16,Unk11 - Unk11 - s16,Unk12 - Unk12 - s32,Unk13 - Unk13 - s32,Unk14 - Unk14 - f32
15400011,,0,5400,8,90,180,4.806885,4.806885,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,200030,0,242,0,257,0,1,0.5
15400511,,0,5400,8,90,180,4.806885,4.806885,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,200031,0,243,0,257,0,1,0.5
15430011,,0,5430,8,90,180,4.806885,4.806885,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,200030,0,242,0,257,0,1,0.5
17000011,,0,7000,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,67,67,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,200,0,257,0,1,0.5
17100011,,0,7100,8,90,180,4.806885,4.806885,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,227,0,257,0,1,0.5
17110011,,0,7110,8,90,180,4.806885,4.806885,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,228,0,257,0,1,0.5
17400011,,0,7400,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,246,0,256,0,1,0.5
17410011,,0,7410,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,201,0,257,0,1,0.5
17420011,,0,7420,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,50,50,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,200,0,257,0,1,0.5
17430011,,0,7430,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,200,0,257,0,1,0.5
17460011,,0,7460,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,50,50,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,200,0,257,0,1,0.5
17480011,,0,7480,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,50,50,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,200,0,257,0,1,0.5
17490011,,0,7490,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,50,50,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,200,0,257,0,1,0.5
17500011,,0,7500,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,50,50,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,200,0,257,0,1,0.5
17510011,,0,7510,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,50,50,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,200,0,257,0,1,0.5
17540011,,0,7540,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,202,0,257,0,1,0.5
17550011,,0,7550,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,202,0,257,0,1,0.5
17560011,,0,7560,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,202,0,257,0,1,0.5
17580011,,0,7580,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,202,0,257,0,1,0.5
17590011,,0,7590,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,202,0,257,0,1,0.5
17600011,,0,7600,4,90,180,2.4034424,2.4034424,180,11,510110,12110,0,0,40,40,0,0,231,0,0,0,255,0,0,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20100,0,0,-1,-1,0,202,0,257,0,1,0.5
15080019,,0,5080,8,0,180,4.806885,4.806885,180,0,510190,12190,0,0,11,11,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,0,235,0,0,0,0,0,0,-1,-1,20900,0,0,-1,-1,0,225,0,256,0,1,0.5
11010012,,0,1010,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11011012,,0,1011,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11012012,,0,1012,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11020012,,0,1020,4,90,180,2.4034424,2.4034424,180,10,510120,12120,0,0,40,40,0,0,231,0,0,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,201,0,257,0,1,0.5
11021012,,0,1021,4,90,180,2.4034424,2.4034424,180,10,510120,12120,0,0,40,40,0,0,231,0,0,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,201,0,257,0,1,0.5
11030012,,0,1030,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11040012,,0,1040,6,90,180,3.6051638,3.6051638,180,0,510120,12120,0,0,20,20,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,216,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11050012,,0,1050,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11060012,,0,1060,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11070012,,0,1070,4,90,180,2.4034424,2.4034424,180,10,510120,12120,0,0,25,25,0,0,231,0,0,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,201,0,257,0,1,0.5
11080012,,0,1080,4,90,180,2.4034424,2.4034424,180,10,510120,12120,0,0,33,33,0,0,231,0,0,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,201,0,257,0,1,0.5
11120012,,0,1120,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11140012,,0,1140,6,90,180,3.6051638,3.6051638,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,0,235,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,217,0,256,0,1,0.5
11150012,,0,1150,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,372,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11151012,,0,1151,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,372,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11190012,,0,1190,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11191012,,0,1191,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11200012,,0,1200,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,33,33,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11210012,,0,1210,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,33,33,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11220012,,0,1220,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11240012,,0,1240,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,372,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11250012,,0,1250,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,372,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11260012,,0,1260,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,67,67,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,372,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11300012,,0,1300,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11310012,,0,1310,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11350012,,0,1350,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,29,29,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,201,0,257,0,1,0.5
11360012,,0,1360,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11361012,,0,1361,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11400012,,0,1400,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11450012,,0,1450,4,90,180,4.1421213,4.1421213,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11470012,,0,1470,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,201,0,257,0,1,0.5
11500012,,0,1500,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11501012,,0,1501,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11520012,,0,1520,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11550012,,0,1550,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
11700012,,0,1700,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
15000012,,0,5000,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,25,25,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,0,232,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,211,0,257,0,1,0.5
15060012,,0,5060,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,29,29,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,0,232,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,221,0,257,0,1,0.5
15080012,,0,5080,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,11,11,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,0,230,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,225,0,257,0,1,0.5
15090012,,0,5090,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,200030,0,239,0,257,0,1,0.5
15090512,,0,5090,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,200031,0,244,0,257,0,1,0.5
15300012,,0,5300,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,266,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,231,0,256,0,1,0.5
15400012,,0,5400,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,200030,0,242,0,257,0,1,0.5
15400512,,0,5400,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,200031,0,243,0,257,0,1,0.5
15430012,,0,5430,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,200030,0,242,0,257,0,1,0.5
17000012,,0,7000,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,67,67,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
17100012,,0,7100,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,227,0,257,0,1,0.5
17110012,,0,7110,8,90,180,4.806885,4.806885,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,228,0,257,0,1,0.5
17400012,,0,7400,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,246,0,257,0,1,0.5
17410012,,0,7410,4,90,180,2.4034424,2.4034424,180,10,510120,12120,0,0,40,40,0,0,231,0,0,0,255,0,1,1,0,0,0,0,0,295,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,201,0,257,0,1,0.5
17420012,,0,7420,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
17430012,,0,7430,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
17460012,,0,7460,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
17480012,,0,7480,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
17490012,,0,7490,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
17500012,,0,7500,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
17510012,,0,7510,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,50,50,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,200,0,257,0,1,0.5
17540012,,0,7540,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
17550012,,0,7550,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
17560012,,0,7560,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
17580012,,0,7580,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
17590012,,0,7590,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
17600012,,0,7600,4,90,180,2.4034424,2.4034424,180,0,510120,12120,0,0,40,40,0,0,231,0,1,0,255,0,1,1,0,0,0,0,0,294,0,0,0,0,0,0,0,-1,-1,20110,0,0,-1,-1,0,202,0,257,0,1,0.5
11010020,,0,1010,2,0,90,1.2017212,1.2017212,35,0,500200,0,0,0,50,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,200,0,256,0,1,0.5
11011020,,0,1011,2,0,90,1.2017212,1.2017212,35,0,500200,0,0,0,50,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,200,0,256,0,1,0.5
11012020,,0,1012,2,0,90,1.2017212,1.2017212,35,0,500200,0,0,0,50,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,200,0,256,0,1,0.5
11020020,,0,1020,2.1,0,90,1.2618073,1.2618073,35,0,500200,0,0,0,40,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,201,0,256,0,1,0.5
11021020,,0,1021,2.1,0,90,1.2618073,1.2618073,35,0,500200,0,0,0,40,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,201,0,256,0,1,0.5
11030020,,0,1030,2.2,0,90,1.3218933,1.3218933,35,0,500200,0,0,0,50,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,202,0,256,0,1,0.5
11040020,,0,1040,2.6,0,90,1.5622376,1.5622376,35,0,500200,0,0,0,20,20,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,202,0,256,0,1,0.5
11050020,,0,1050,2,0,90,1.2017212,1.2017212,35,0,500200,0,0,0,50,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,200,0,256,0,1,0.5
11060020,,0,1060,2,0,90,1.2017212,1.2017212,35,0,500200,0,0,0,50,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,200,0,256,0,1,0.5
11070020,,0,1070,2.2,0,90,1.3218933,1.3218933,35,0,500200,0,0,0,25,25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,201,0,256,0,1,0.5
11080020,,0,1080,2,0,90,1.2017212,1.2017212,35,0,500200,0,0,0,33,33,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,201,0,256,0,1,0.5
11100020,,0,1100,2.1,0,90,1.2618073,1.2618073,35,0,500200,0,0,0,40,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,202,0,256,0,1,0.5
11110020,,0,1110,1.9,0,90,1.1416352,1.1416352,35,0,500200,0,0,0,67,67,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,200,0,256,0,1,0.5
11111020,,0,1111,1.9,0,90,1.1416352,1.1416352,35,0,500200,0,0,0,67,67,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,200,0,256,0,1,0.5
11120020,,0,1120,2.1,0,90,1.2618073,1.2618073,35,0,500200,0,0,0,40,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,200,0,256,0,1,0.5
11130020,,0,1130,2.1,0,90,1.2618073,1.2618073,35,0,500200,0,0,0,40,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,247,0,256,0,1,0.5
11150020,,0,1150,2.1,0,90,1.2618073,1.2618073,35,0,500200,0,0,0,40,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,202,0,256,0,1,0.5
